name,height,co2_absorption,canopy_cover
Sophora japonica,5,0.8,3.1
Sophora japonica,5,0.8,3.1
Sophora japonica,5,1.5,19.6
Sophora japonica,6,8.300000000000001,28.3
Sophora japonica,6,1.6,28.3
Sophora japonica,6,1.6,28.3
Sophora japonica,6,1.5,19.6
Sophora japonica,6,1.5,19.6
Sophora japonica,5,1.1,19.6
Sophora japonica,6,1.6,28.3
Sophora japonica,6,1.8,28.3
Sophora japonica,5,1.3,19.6
Sophora japonica,6,1.5,19.6
Sophora japonica,5,1.3,19.6
Sophora japonica,6,1.5,28.3
Sophora japonica,5,1.2,19.6
Sophora japonica,6,1.5,28.3
Sophora japonica,5,1.3,19.6
Sophora japonica,5,1.3,19.6
Sophora japonica,5,1.3,19.6
Sophora japonica,6,1.5,28.3
Sophora japonica,6,1.8,28.3
Sophora japonica,6,1.6,28.3
Sophora japonica,4,0.7,3.1
Sophora japonica,6,1.6,28.3
Sophora japonica,6,1.8,28.3
Sophora japonica,6,1.8,28.3
Sophora japonica,6,1.5,28.3
Sophora japonica,5,1.5,19.6
Sophora japonica,5,1.2,19.6
Celtis australis,5,0.7,12.6
Sophora japonica,5,1.3,12.6
Sophora japonica,6,1.2,28.3
Celtis australis,4.5,0.7,7.1
Celtis australis,5,0.7,12.6
Celtis australis,4.5,0.7,7.1
Celtis australis,5,0.8,12.6
Celtis australis,5,0.7,12.6
Celtis australis,5,0.7,12.6
Celtis australis,5,0.7,12.6
Sophora japonica,6,2.1,28.3
Sophora japonica,6,2.1,28.3
Sophora japonica,6,1.5,19.6
Sophora japonica,6,1.5,19.6
Sophora japonica,6,1.5,19.6
Sophora japonica,6,1.5,19.6
Acer campestre,5,0.5,3.1
Acer campestre,5,0.7,7.1
Acer campestre,5,0.7,3.1
Acer campestre,5,0.7,3.1
Acer campestre,5,0.6,7.1
Acer campestre,6,0.7,7.1
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,4,3,1.8
Tilia x europaea,5,2.3,1.8
Tilia x europaea,4,2.3,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.3,1.8
Tilia x europaea,4,2,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,4,2.6,1.8
Tilia x europaea,4,2.3,1.8
Tilia x europaea,4,2.3,1.8
Tilia x europaea,3,2.3,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,3,2.3,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,4,2.6,1.8
Tilia x europaea,3,2,1.8
Tilia x europaea,4,2.6,1.8
Tilia x europaea,4,2,1.8
Tilia x europaea,4,2.3,1.8
Tilia x europaea,4,2.3,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.6,1.8
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2,1.8
Tilia x europaea,5,2,1.8
Tilia x europaea,5,2.6,3.1
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,3,7.1
Tilia x europaea,5,3,7.1
Tilia x europaea,4,2.3,4.9
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2.3,4.9
Tilia x europaea,5,2,4.9
Tilia x europaea,4,2.3,4.9
Tilia x europaea,4,2.3,4.9
Tilia x europaea,4,2.3,4.9
Tilia x europaea,5,3.4,12.6
Tilia x europaea,4,3.4,12.6
Tilia x europaea,4,2.3,4.9
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Celtis australis,4,0.3,3.1
Platanus x hispanica,18,31,176.7
Sophora japonica,10,3.5,63.6
Platanus x hispanica,18,25.6,201.1
Platanus x hispanica,24,28.3,227
Aesculus hippocastanum,15,13.7,176.7
Tilia x europaea,15,26.4,113.1
Aesculus hippocastanum,15,18,113.1
Aesculus hippocastanum,14,17.9,95
Aesculus hippocastanum,16,14.8,28.3
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,4,0.8,1.8
Acer campestre,5,1.3,7.1
Acer campestre,5,1.3,7.1
Celtis australis,6,0.9,12.6
Celtis australis,6,1.1,12.6
Celtis australis,7,1.1,19.6
Celtis australis,10,1.5,38.5
Celtis australis,9,1.3,50.3
Celtis australis,8,1.3,38.5
Celtis australis,12,1.3,113.1
Celtis australis,9,1.4,50.3
Celtis australis,9,1.3,38.5
Celtis australis,8,1,28.3
Tilia cordata,10,3.8,28.3
Tilia cordata,10,3.8,28.3
Celtis australis,10,1.2,28.3
Celtis australis,10,1.2,28.3
Celtis australis,10,1.3,50.3
Celtis australis,8,1.2,28.3
Celtis australis,8,1.2,28.3
Celtis australis,7,0.9,28.3
Celtis australis,8,1.1,50.3
Celtis australis,8,1.1,50.3
Celtis australis,8,0.8,28.3
Celtis australis,6,1,28.3
Acer campestre,6,0.6,12.6
Acer campestre,6,0.6,12.6
Acer campestre,6,0.6,12.6
Celtis australis,15,1.9,113.1
Celtis australis,12.5,1.8,95
Celtis australis,13,1.8,113.1
Celtis australis,12,1.8,113.1
Celtis australis,13,1.8,113.1
Celtis australis,5,0.9,12.6
Carpinus betulus,6.2,3.2,10.1
Acer campestre,4,1,3.1
Celtis australis,5,0.8,19.6
Celtis australis,5,0.8,12.6
Celtis australis,5,0.8,12.6
Celtis australis,3.5,0.7,12.6
Celtis australis,4,0.7,12.6
Prunus cerasifera,10,7.8,3.1
Prunus cerasifera,8,7,3.1
Tilia x europaea,20,51.6,113.1
Tilia x europaea,20,39.3,78.5
Celtis australis,14,1.2,12.6
Celtis australis,14,2.2,28.3
Celtis australis,15,1.8,50.3
Celtis australis,15,2,63.6
Celtis australis,18,0.8,95
Celtis australis,16,1.8,78.5
Celtis australis,15,1.8,176.7
Celtis australis,18,2.2,63.6
Acer campestre,15,4.6,7.1
Acer campestre,6,1.7,7.1
Acer campestre,6,2.5,12.6
Carpinus betulus,8,3.9,12.6
Carpinus betulus,15,6.1,12.6
Carpinus betulus,8,3.9,12.6
Celtis australis,25,1.5,12.6
Aesculus hippocastanum,6,3,12.6
Aesculus hippocastanum,6,3.4,12.6
Aesculus hippocastanum,14,20.1,78.5
Aesculus hippocastanum,12,2.5,28.3
Aesculus hippocastanum,5,2.3,3.1
Tilia x europaea,5,2,4.9
Tilia x europaea,8,5.8,28.3
Carpinus betulus,3,0.5,3.1
Aesculus hippocastanum,12,13.6,78.5
Prunus cerasifera,8,1.4,7.1
Tilia x europaea,6,3.4,12.6
Carpinus betulus,20,0.4,12.6
Carpinus betulus,18,4.4,12.6
Carpinus betulus,25,0.5,12.6
Carpinus betulus,8,1.7,3.1
Carpinus betulus,8,1.7,3.1
Carpinus betulus,8,1.7,3.1
Carpinus betulus,8,1.7,3.1
Carpinus betulus,8,1.7,3.1
Carpinus betulus,7,1,1.8
Celtis australis,20,2.2,12.6
Celtis australis,20,1.2,12.6
Acer campestre,5,2.4,7.1
Aesculus hippocastanum,20,6.8,19.6
Aesculus hippocastanum,8,6.3,12.6
Aesculus hippocastanum,6,4.7,12.6
Aesculus hippocastanum,12,18.6,78.5
Aesculus hippocastanum,12,17.7,50.3
Aesculus hippocastanum,7,3,12.6
Aesculus hippocastanum,8,5.7,28.3
Aesculus hippocastanum,10,9,28.3
Aesculus hippocastanum,8,9.6,28.3
Aesculus hippocastanum,9,11.4,28.3
Aesculus hippocastanum,12,22.3,50.3
Aesculus hippocastanum,12,17.7,50.3
Aesculus hippocastanum,9,13.4,50.3
Aesculus hippocastanum,14,27.4,50.3
Aesculus hippocastanum,6,6.2,28.3
Aesculus hippocastanum,12,9.800000000000001,19.6
Aesculus hippocastanum,8,13.3,38.5
Aesculus hippocastanum,7,7.8,12.6
Aesculus hippocastanum,8,9.6,12.6
Aesculus hippocastanum,8,4.8,3.1
Aesculus hippocastanum,8,17.5,50.3
Aesculus hippocastanum,6,5.6,12.6
Aesculus hippocastanum,5,4.7,7.1
Prunus cerasifera,6,2.4,1.8
Tilia cordata,6,1.6,7.1
Tilia cordata,5,1.1,7.1
Tilia cordata,4,0.7,4.9
Tilia cordata,4,0.8,3.1
Tilia cordata,3.5,1.1,4.9
Tilia cordata,6,1.3,7.1
Tilia cordata,5,0.8,3.1
Tilia cordata,3,0.7,0.8
Tilia cordata,6,1.4,12.6
Tilia cordata,7,2.6,28.3
Tilia cordata,8,4,50.3
Tilia cordata,7,3,38.5
Tilia cordata,8,3.2,38.5
Platanus x hispanica,10,8.199999999999999,95
Tilia x europaea,6,5.8,7.1
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,19.6
Carpinus betulus,3.5,1.3,0.8
Carpinus betulus,6,2.5,19.6
Carpinus betulus,6,1.9,12.6
Tilia x europaea,6,6.3,9.6
Tilia x europaea,8,8.1,33.2
Tilia x europaea,11,16,78.5
Tilia x europaea,6,5.8,12.6
Celtis australis,13,2,132.7
Celtis australis,6,1,12.6
Celtis australis,6,1,12.6
Celtis australis,5,0.8,7.1
Celtis australis,6,1.2,12.6
Celtis australis,13,2.1,132.7
Acer campestre,5,1.4,12.6
Acer campestre,5,0.7,3.1
Acer campestre,4,1,3.1
Acer campestre,6,1.6,28.3
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Celtis australis,8.300000000000001,1.3,35.2
Aesculus hippocastanum,22,25.5,314.2
Acer campestre,5.2,1.7,9.1
Celtis australis,8.300000000000001,1.3,35.2
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Carpinus betulus,4,1.1,3.1
Carpinus betulus,4,1.1,7.1
Carpinus betulus,8,2.3,28.3
Celtis australis,8.300000000000001,1.3,35.2
Carpinus betulus,20,0.4,12.6
Acer campestre,7,2.2,19.6
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Celtis australis,8,1.1,28.3
Aesculus hippocastanum,10,4.1,50.3
Carpinus betulus,10,3.5,28.3
Carpinus betulus,5,2.1,12.6
Carpinus betulus,10,3.5,28.3
Carpinus betulus,10,4.7,28.3
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Aesculus hippocastanum,10,13.4,78.5
Aesculus hippocastanum,10,13.4,78.5
Acer campestre,3.5,1,3.1
Acer campestre,4.5,1.8,19.6
Acer campestre,5,1.8,19.6
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Celtis australis,13,1.6,78.5
Aesculus hippocastanum,10,17.6,50.3
Aesculus hippocastanum,6,3,7.1
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Acer campestre,4,1,3.1
Acer campestre,4,1,3.1
Acer campestre,4,1,3.1
Acer campestre,4,1,3.1
Aesculus hippocastanum,11,8,50.3
Aesculus hippocastanum,10,11.5,50.3
Aesculus hippocastanum,11,9.699999999999999,50.3
Aesculus hippocastanum,6,4.5,19.6
Aesculus hippocastanum,11,11.2,78.5
Aesculus hippocastanum,7,9.5,201.1
Celtis australis,11,1.5,78.5
Celtis australis,12,1.5,78.5
Celtis australis,8.300000000000001,1.3,35.2
Acer campestre,7,1.8,38.5
Acer campestre,7,2.3,50.3
Acer campestre,5,1.8,50.3
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Aesculus hippocastanum,10,17.6,28.3
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,5.5,1.1,7.1
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8,1.2,28.3
Celtis australis,9,1.3,50.3
Aesculus hippocastanum,8,11.4,28.3
Aesculus hippocastanum,6,6.2,19.6
Aesculus hippocastanum,12,6.5,28.3
Aesculus hippocastanum,12,9.800000000000001,50.3
Aesculus hippocastanum,7,5.6,12.6
Aesculus hippocastanum,9,10.3,38.5
Aesculus hippocastanum,12,9.800000000000001,28.3
Aesculus hippocastanum,10,18.5,78.5
Aesculus hippocastanum,8,13.3,28.3
Aesculus hippocastanum,9,7.9,12.6
Aesculus hippocastanum,4,1.3,3.1
Aesculus hippocastanum,12,15.6,50.3
Aesculus hippocastanum,8,11.4,12.6
Aesculus hippocastanum,12,9.800000000000001,28.3
Aesculus hippocastanum,12,13.6,28.3
Aesculus hippocastanum,10,17.6,50.3
Aesculus hippocastanum,6,3,7.1
Aesculus hippocastanum,12,17.7,38.5
Aesculus hippocastanum,6,3,7.1
Aesculus hippocastanum,4,1.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,1.1,3.1
Carpinus betulus,10,1.7,7.1
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Celtis australis,12,2.2,153.9
Celtis australis,16,1.8,63.6
Celtis australis,12,1.8,50.3
Celtis australis,17,1.8,132.7
Celtis australis,14,2.2,95
Celtis australis,15,1.2,201.1
Celtis australis,25,1.5,12.6
Celtis australis,9,1,50.3
Celtis australis,3,0.3,1.8
Celtis australis,6,1,28.3
Celtis australis,7,1.2,78.5
Celtis australis,8,0.9,38.5
Celtis australis,8,0.9,38.5
Celtis australis,8,1.2,38.5
Celtis australis,8,0.9,19.6
Celtis australis,7,1.1,28.3
Celtis australis,13,2.2,153.9
Celtis australis,16,1.8,63.6
Celtis australis,9,0.8,7.1
Celtis australis,13,1.7,132.7
Celtis australis,3.5,0.7,12.6
Celtis australis,8,0.8,38.5
Celtis australis,8,0.9,38.5
Celtis australis,8,0.9,50.3
Celtis australis,8,0.8,38.5
Celtis australis,8,1.1,50.3
Celtis australis,8,1.1,28.3
Celtis australis,8.5,1.3,28.3
Celtis australis,10,1.1,56.7
Celtis australis,14,0.1,63.6
Celtis australis,12,0.4,50.3
Platanus x hispanica,24,5.5,283.5
Platanus x hispanica,22,0.7,254.5
Platanus x hispanica,16,8.1,132.7
Platanus x hispanica,28,3.1,176.7
Platanus x hispanica,25,0.7,254.5
Platanus x hispanica,25,0.3,176.7
Platanus x hispanica,24,3.1,254.5
Platanus x hispanica,24,0.7,283.5
Platanus x hispanica,30,8.1,415.5
Platanus x hispanica,23,0.3,283.5
Platanus x hispanica,21,34.9,254.5
Platanus x hispanica,16,34.9,113.1
Platanus x hispanica,21,30.1,227
Platanus x hispanica,17,3.1,95
Platanus x hispanica,18,5.5,201.1
Platanus x hispanica,16,0.7,254.5
Platanus x hispanica,23,0.3,380.1
Platanus x hispanica,14,34.9,113.1
Platanus x hispanica,26,8.1,452.4
Platanus x hispanica,12,3.1,113.1
Platanus x hispanica,18,0.3,314.2
Platanus x hispanica,25,5.5,254.5
Platanus x hispanica,27,8.1,530.9
Platanus x hispanica,28,3.1,490.9
Platanus x hispanica,24,34.9,227
Platanus x hispanica,25,8.1,346.4
Platanus x hispanica,24,8.1,530.9
Platanus x hispanica,20,30.1,132.7
Prunus cerasifera,5,2.6,3.1
Prunus cerasifera,6,1.2,3.1
Prunus cerasifera,3.5,1.4,7.1
Prunus cerasifera,5,2.4,3.1
Tilia cordata,5,2.3,12.6
Prunus cerasifera,4,1.7,9.6
Prunus cerasifera,4,1.9,7.1
Sophora japonica,12,7.6,63.6
Tilia x europaea,12,10.6,63.6
Tilia x europaea,6,3.4,28.3
Tilia x europaea,6,4.6,19.6
Tilia x europaea,7,5.8,28.3
Tilia x europaea,8.6,5.8,50.3
Tilia x europaea,4,0.8,3.1
Tilia x europaea,6,4.2,7.1
Tilia x europaea,6,4.2,7.1
Tilia x europaea,6,4,12.6
Celtis australis,12,1.6,50.3
Celtis australis,12,1.6,95
Celtis australis,12,1.6,50.3
Celtis australis,17,1.8,63.6
Celtis australis,12,1.8,95
Celtis australis,18,0.8,113.1
Celtis australis,15,0.8,63.6
Celtis australis,9,0.8,113.1
Celtis australis,18,1.8,78.5
Celtis australis,17,0.8,50.3
Celtis australis,9,1.2,113.1
Celtis australis,9,2,50.3
Celtis australis,11,1.6,63.6
Sophora japonica,4,1.3,19.6
Celtis australis,15,1,12.6
Celtis australis,10,1.3,7.1
Celtis australis,12,0.8,12.6
Prunus cerasifera,10,7.8,12.6
Aesculus hippocastanum,6,2.3,7.1
Aesculus hippocastanum,8,9.6,28.3
Aesculus hippocastanum,6,6.2,28.3
Aesculus hippocastanum,7,7.8,19.6
Aesculus hippocastanum,8,4.8,12.6
Aesculus hippocastanum,14,17.9,63.6
Aesculus hippocastanum,6,2.3,7.1
Aesculus hippocastanum,8,7.9,28.3
Aesculus hippocastanum,8,6.3,50.3
Carpinus betulus,10,3.5,28.3
Carpinus betulus,6,3,12.6
Carpinus betulus,10,1.7,7.1
Carpinus betulus,10,1.7,7.1
Carpinus betulus,12,3.9,7.1
Carpinus betulus,12,3.9,7.1
Carpinus betulus,18,5.3,12.6
Carpinus betulus,20,5.3,12.6
Carpinus betulus,12,4.4,28.3
Carpinus betulus,12,4.4,50.3
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Carpinus betulus,6,2.3,12.6
Celtis australis,10,1.2,63.6
Celtis australis,10,1.2,63.6
Celtis australis,12,1.2,78.5
Celtis australis,20,1.3,12.6
Celtis australis,7,0.8,12.6
Platanus x hispanica,25,0.3,283.5
Platanus x hispanica,26,8.1,380.1
Platanus x hispanica,26,8.1,415.5
Platanus x hispanica,25,8.1,380.1
Platanus x hispanica,20,36.5,113.1
Platanus x hispanica,20,5.5,113.1
Platanus x hispanica,21,34.9,201.1
Aesculus hippocastanum,3,0.9,7.1
Carpinus betulus,6,2.3,12.6
Carpinus betulus,5,6.7,19.6
Sophora japonica,6,2.1,50.3
Aesculus hippocastanum,7.5,3,12.6
Aesculus hippocastanum,8,2.6,9.6
Aesculus hippocastanum,12,4.2,9.6
Celtis australis,10,1.3,50.3
Celtis australis,8,1.5,78.5
Platanus x hispanica,10,6.7,78.5
Platanus x hispanica,10,6,95
Platanus x hispanica,6.5,3,19.6
Platanus x hispanica,6.5,2.7,19.6
Tilia cordata,10,4.9,78.5
Celtis australis,14,2,113.1
Celtis australis,12.5,1.8,78.5
Celtis australis,10,1.3,113.1
Tilia x europaea,10,12.7,63.6
Tilia x europaea,10,10.6,50.3
Tilia x europaea,10,18.3,78.5
Platanus x hispanica,3,1.5,3.1
Tilia cordata,4,0.8,1.8
Tilia cordata,5,1.1,7.1
Tilia cordata,4.5,1.1,3.1
Tilia x europaea,7,7.2,28.3
Tilia x europaea,6,3.8,12.6
Tilia x europaea,8,7.2,28.3
Tilia x europaea,4.5,4.2,12.6
Tilia x europaea,7,6.7,12.6
Tilia x europaea,8,6.3,50.3
Tilia x europaea,8,8.6,50.3
Tilia x europaea,8,9.1,33.2
Celtis australis,13,1.7,38.5
Platanus x hispanica,24,30.1,314.2
Platanus x hispanica,25,0.3,452.4
Celtis australis,9,0.3,50.3
Acer campestre,2,0.7,0.8
Acer campestre,3.5,1.1,3.1
Acer campestre,4,1.6,9.6
Acer campestre,3.5,1,3.1
Acer campestre,6,1.3,28.3
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Tilia x europaea,15,9.1,7.1
Tilia x europaea,8,0.3,0.8
Celtis australis,20,1.3,7.1
Aesculus hippocastanum,8,5.7,28.3
Tilia x europaea,8,9.1,28.3
Tilia x europaea,6,5,7.1
Tilia x europaea,10,12.7,63.6
Tilia x europaea,10,16,78.5
Tilia x europaea,10,17.1,78.5
Tilia x europaea,10,18.3,78.5
Tilia x europaea,10,10.6,50.3
Carpinus betulus,14,6.6,12.6
Carpinus betulus,12,4.2,28.3
Carpinus betulus,10,4.2,28.3
Carpinus betulus,12,4.5,38.5
Carpinus betulus,14,3.2,38.5
Carpinus betulus,13,5.6,38.5
Celtis australis,9,1.2,50.3
Acer campestre,5.2,1.7,9.1
Acer campestre,5.2,1.7,9.1
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Aesculus hippocastanum,6,2.5,7.1
Aesculus hippocastanum,12,13.6,50.3
Aesculus hippocastanum,12,9.800000000000001,28.3
Aesculus hippocastanum,8,4,50.3
Aesculus hippocastanum,7,6.2,12.6
Aesculus hippocastanum,12,9.800000000000001,28.3
Aesculus hippocastanum,12,17.7,50.3
Aesculus hippocastanum,8,3.5,28.3
Aesculus hippocastanum,12,6.5,28.3
Aesculus hippocastanum,8,5.7,28.3
Aesculus hippocastanum,9,8.9,50.3
Aesculus hippocastanum,8,7.9,12.6
Aesculus hippocastanum,8,9.6,28.3
Aesculus hippocastanum,8,7.9,28.3
Aesculus hippocastanum,6,8.1,28.3
Aesculus hippocastanum,6,4.7,28.3
Aesculus hippocastanum,9,11.4,50.3
Aesculus hippocastanum,5,2.9,7.1
Aesculus hippocastanum,8,13.3,28.3
Aesculus hippocastanum,10,6.4,28.3
Aesculus hippocastanum,12,20,50.3
Aesculus hippocastanum,6,6.2,12.6
Aesculus hippocastanum,9,7.9,28.3
Aesculus hippocastanum,12,20,63.6
Aesculus hippocastanum,7,6.8,28.3
Aesculus hippocastanum,8,7.9,28.3
Aesculus hippocastanum,7,6.2,28.3
Aesculus hippocastanum,12,20,28.3
Aesculus hippocastanum,12,13.6,38.5
Aesculus hippocastanum,12,3.2,28.3
Aesculus hippocastanum,12,22.3,50.3
Aesculus hippocastanum,7,6.2,28.3
Aesculus hippocastanum,5,2.9,12.6
Aesculus hippocastanum,12,6.5,38.5
Aesculus hippocastanum,12,17.7,28.3
Aesculus hippocastanum,7,3.5,28.3
Aesculus hippocastanum,12,20,50.3
Aesculus hippocastanum,9,4.9,28.3
Aesculus hippocastanum,6,4.7,28.3
Aesculus hippocastanum,9,17.5,28.3
Aesculus hippocastanum,6,4.7,7.1
Aesculus hippocastanum,7,3.5,28.3
Aesculus hippocastanum,6,2.3,12.6
Aesculus hippocastanum,12,29.7,78.5
Aesculus hippocastanum,7,9.5,50.3
Aesculus hippocastanum,12,27.2,78.5
Aesculus hippocastanum,12,23.3,78.5
Aesculus hippocastanum,12,23.3,50.3
Aesculus hippocastanum,12,22.3,38.5
Aesculus hippocastanum,10,17.6,63.6
Aesculus hippocastanum,6,6.2,7.1
Aesculus hippocastanum,12,9.800000000000001,28.3
Aesculus hippocastanum,4,3.4,3.1
Aesculus hippocastanum,12,27.2,50.3
Aesculus hippocastanum,12,22.3,78.5
Aesculus hippocastanum,10,13.4,38.5
Aesculus hippocastanum,12,22.3,78.5
Aesculus hippocastanum,12,13.6,78.5
Aesculus hippocastanum,12,27.2,78.5
Aesculus hippocastanum,10,11.5,19.6
Aesculus hippocastanum,3,1.2,3.1
Carpinus betulus,6,2.3,12.6
Carpinus betulus,10,0.3,153.9
Platanus x hispanica,25,8.1,314.2
Platanus x hispanica,25,8.1,314.2
Platanus x hispanica,17,34.9,176.7
Platanus x hispanica,26,8.1,530.9
Platanus x hispanica,26,34.9,380.1
Platanus x hispanica,27,8.1,452.4
Prunus cerasifera,4,1.5,12.6
Celtis australis,13,1.8,78.5
Celtis australis,4.5,0.8,9.6
Celtis australis,6,0.9,12.6
Celtis australis,6,0.8,12.6
Celtis australis,7,1,28.3
Celtis australis,8,1.3,50.3
Acer campestre,5.2,1.7,9.1
Celtis australis,6,1.2,38.5
Prunus cerasifera,6,2.1,12.6
Prunus cerasifera,9,5.3,28.3
Prunus cerasifera,8,5,28.3
Prunus cerasifera,8,6,50.3
Prunus cerasifera,7.5,5.3,28.3
Carpinus betulus,5,2.1,9.6
Carpinus betulus,5,2.1,7.1
Carpinus betulus,4.5,2.1,4.9
Carpinus betulus,4.5,1.7,4.9
Carpinus betulus,3,1.3,0.8
Carpinus betulus,5,1.7,4.9
Carpinus betulus,9,6.4,63.6
Carpinus betulus,8,5.6,50.3
Carpinus betulus,6,1.9,7.1
Prunus cerasifera,4,1.6,4.9
Prunus cerasifera,4,2.1,4.9
Prunus cerasifera,3.5,1.2,1.8
Prunus cerasifera,3.5,1.2,1.8
Prunus cerasifera,12,7,38.5
Prunus cerasifera,11,7,38.5
Prunus cerasifera,11,7,28.3
Prunus cerasifera,4,1.2,3.1
Prunus cerasifera,12,7.8,50.3
Prunus cerasifera,10,4.4,38.5
Prunus cerasifera,10,4.7,38.5
Prunus cerasifera,6,2.1,12.6
Prunus cerasifera,3.5,1,1.8
Prunus cerasifera,3.5,1.2,3.1
Prunus cerasifera,7,2.1,28.3
Prunus cerasifera,7,2.1,28.3
Prunus cerasifera,9,7,50.3
Prunus cerasifera,4,1.2,1.8
Prunus cerasifera,4,1,1.8
Prunus cerasifera,9,7,38.5
Carpinus betulus,7,2.3,19.6
Carpinus betulus,7,2.3,19.6
Carpinus betulus,7,2.3,12.6
Carpinus betulus,7,2.3,7.1
Carpinus betulus,7,2.7,12.6
Carpinus betulus,7,2.7,12.6
Carpinus betulus,7,2.7,12.6
Carpinus betulus,7,2.7,12.6
Carpinus betulus,7,2.3,7.1
Carpinus betulus,7,2.7,12.6
Carpinus betulus,7,2.3,7.1
Carpinus betulus,7,2.3,7.1
Tilia cordata,6,1.9,12.6
Tilia cordata,4,1,4.9
Tilia cordata,4,1.3,7.1
Tilia cordata,5,1.4,12.6
Tilia cordata,7,2.3,28.3
Tilia cordata,7,2.6,28.3
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,8.4,9.4,32.7
Aesculus hippocastanum,9,6.9,28.3
Aesculus hippocastanum,12,13.6,63.6
Aesculus hippocastanum,9.5,5.2,38.5
Aesculus hippocastanum,10,4.9,38.5
Aesculus hippocastanum,9,6,19.6
Aesculus hippocastanum,10,5.2,28.3
Aesculus hippocastanum,9.5,4.6,38.5
Carpinus betulus,14,3.7,50.3
Carpinus betulus,13,4.7,50.3
Carpinus betulus,14,3.5,12.6
Carpinus betulus,7,3.5,12.6
Carpinus betulus,8,3.9,78.5
Carpinus betulus,6.2,3.2,10.1
Carpinus betulus,11,3,28.3
Carpinus betulus,12,6.4,78.5
Carpinus betulus,6.2,3.2,10.1
Celtis australis,15,2,95
Celtis australis,14,2.1,113.1
