name,height,co2_absorption,canopy_cover
Celtis australis,20,2,113.1
Celtis australis,15,1.9,95
Celtis australis,15,2,113.1
Celtis australis,15,1.9,95
Celtis australis,13,1.9,103.9
Celtis australis,13,2,113.1
Celtis australis,15,1.9,95
Celtis australis,13,2.1,113.1
Celtis australis,15,2.1,113.1
Celtis australis,13,2.1,113.1
Celtis australis,14,2.1,113.1
Celtis australis,15,2.2,113.1
Celtis australis,15,2.1,132.7
Celtis australis,13,2.1,113.1
Celtis australis,13,1.9,95
Celtis australis,14,2.1,113.1
Celtis australis,15,2.1,103.9
Celtis australis,14,1.9,113.1
Celtis australis,14,2,113.1
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,14,2,103.9
Celtis australis,13,2,95
Celtis australis,15,2.1,95
Celtis australis,14,2.1,95
Celtis australis,14,2.2,113.1
Celtis australis,14,2.1,113.1
Celtis australis,14,2.2,113.1
Celtis australis,15,1.9,132.7
Celtis australis,14,1.9,122.7
Celtis australis,14,2.2,122.7
Celtis australis,13,2.1,95
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,14,2.1,113.1
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,13,2,122.7
Celtis australis,13,2.1,113.1
Celtis australis,14,1.9,113.1
Celtis australis,3.5,0.5,1.8
Celtis australis,13,2,103.9
Celtis australis,14,2,113.1
Celtis australis,11,1.4,63.6
Celtis australis,11,1.1,50.3
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,15,1.3,113.1
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,14,1.3,50.3
Celtis australis,3.5,0.5,0.8
Celtis australis,12,1.7,63.6
Celtis australis,12,1.7,63.6
Celtis australis,6,1.2,50.3
Celtis australis,12,1.7,78.5
Celtis australis,12,1.8,78.5
Celtis australis,14,2.2,113.1
Celtis australis,13,1.6,78.5
Celtis australis,12,1.7,95
Celtis australis,13,2,95
Celtis australis,13,2,103.9
Celtis australis,7,1.2,38.5
Celtis australis,11.5,1.4,86.59999999999999
Celtis australis,6,1.2,28.3
Celtis australis,13,2,122.7
Celtis australis,13,1.9,113.1
Celtis australis,15,1.8,95
Celtis australis,13,1.8,103.9
Celtis australis,19,1.8,103.9
Celtis australis,12,1.9,103.9
Celtis australis,12,1.9,113.1
Celtis australis,12,2,122.7
Celtis australis,12,1.8,95
Celtis australis,12,1.9,113.1
Celtis australis,12,2,113.1
Celtis australis,12,1.9,113.1
Celtis australis,12,1.9,113.1
Celtis australis,14,1.8,95
Celtis australis,18,1.9,95
Celtis australis,15,2,113.1
Celtis australis,15,2.1,122.7
Celtis australis,13,2,122.7
Celtis australis,13,2,113.1
Celtis australis,15,1.9,95
Celtis australis,20,2,113.1
Celtis australis,8,1,23.8
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,15,1.9,113.1
Celtis australis,6,1.1,28.3
Celtis australis,15,1.9,113.1
Celtis australis,6,1,28.3
Celtis australis,4.5,0.8,12.6
Celtis australis,4.5,0.9,12.6
Celtis australis,4.5,0.8,12.6
Celtis australis,4.5,0.8,12.6
Celtis australis,4.5,0.8,12.6
Celtis australis,6,1,28.3
Celtis australis,6,1.2,28.3
Celtis australis,6,1,28.3
Celtis australis,5,0.8,19.6
Celtis australis,5,0.8,19.6
Celtis australis,5,0.8,19.6
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,6,0.9,28.3
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,6,1,28.3
Celtis australis,6,1,28.3
Celtis australis,5,0.8,9.6
Celtis australis,4.5,0.8,9.6
Celtis australis,5.5,0.9,12.6
Celtis australis,6,0.8,9.6
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,10,1.2,63.6
Celtis australis,11,1.6,78.5
Celtis australis,12.5,1.6,95
Celtis australis,13,1.6,95
Celtis australis,15,1.9,113.1
Celtis australis,11,1.4,50.3
Celtis australis,10,1.2,28.3
Celtis australis,9,1,19.6
Celtis australis,11,1.6,63.6
Celtis australis,12,1.8,63.6
Celtis australis,6,1,28.3
Celtis australis,5,0.6,12.6
Celtis australis,7.5,0.7,28.3
Celtis australis,7.5,0.8,28.3
Celtis australis,12,1.3,113.1
Celtis australis,14,1.4,95
Celtis australis,15,1.8,132.7
Celtis australis,13,1.6,63.6
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,13,1.8,78.5
Celtis australis,11,0.9,12.6
Celtis australis,11,0.8,12.6
Celtis australis,11,0.9,38.5
Celtis australis,11,1.1,38.5
Celtis australis,11,1.2,63.6
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,8.300000000000001,1.3,35.2
Celtis australis,10,1.8,38.5
Celtis australis,10,1.6,38.5
Celtis australis,8,1.1,50.3
Celtis australis,9,1.2,50.3
Celtis australis,10,1.3,63.6
Celtis australis,11,2,78.5
Celtis australis,11,1.4,63.6
Celtis australis,10,1.5,50.3
Celtis australis,10,1.6,50.3
Celtis australis,10,1.6,50.3
Celtis australis,10,1.3,50.3
Celtis australis,10,1.4,50.3
Celtis australis,12,1.7,50.3
Celtis australis,12,2.1,63.6
Celtis australis,12,2,63.6
Celtis australis,8,1.2,28.3
Celtis australis,12,1.9,63.6
Celtis australis,4,0.7,12.6
Celtis australis,10,1.4,50.3
Celtis australis,14,1.2,38.5
Celtis australis,14,1.3,50.3
Celtis australis,8.5,1.1,28.3
Carpinus betulus,13,4.7,50.3
Celtis australis,11,1.4,50.3
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,6,3.5,12.6
Prunus cerasifera,5,2.9,9.6
Prunus cerasifera,5.5,3.2,12.6
Prunus cerasifera,5.5,2.9,12.6
Prunus cerasifera,6,4.1,12.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,6,7.9,19.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,4.9,4.3,10.6
Prunus cerasifera,7,7.1,28.3
Prunus cerasifera,7,6.8,28.3
Prunus cerasifera,5,6,63.6
Prunus cerasifera,6,5,113.1
Prunus cerasifera,7,7.8,28.3
Prunus cerasifera,7,7.4,28.3
Prunus cerasifera,5,5,63.6
Sophora japonica,7.7,3.3,30.3
Sophora japonica,13,4.7,78.5
Sophora japonica,11,4.7,50.3
Sophora japonica,7,3.1,28.3
Sophora japonica,6,3.1,50.3
Sophora japonica,12,4.7,78.5
Sophora japonica,10,3.5,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,8,2.2,38.5
Sophora japonica,10,3.9,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,10,3.1,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,10,3.9,78.5
Sophora japonica,5,2.3,12.6
Sophora japonica,15,5.6,50.3
Sophora japonica,12,3.8,63.6
Celtis australis,5,0.5,3.1
Sophora japonica,15,8.5,78.5
Sophora japonica,14,7.3,50.3
Sophora japonica,14,5,38.5
Sophora japonica,16,9,132.7
Sophora japonica,6,8.6,50.3
Sophora japonica,10,4,28.3
Sophora japonica,4,1.3,19.6
Sophora japonica,12,5,50.3
Sophora japonica,13,5.4,78.5
Sophora japonica,4,1.3,19.6
Sophora japonica,4,1.3,19.6
Sophora japonica,6,6.6,63.6
Sophora japonica,6,6.1,50.3
Tilia cordata,4,1,3.1
Tilia cordata,8,2.4,50.3
Tilia cordata,4,0.7,3.1
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,7,4.7,28.3
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia cordata,6.4,2.6,14.9
Tilia x europaea,12,16,95
Tilia x europaea,11,13.8,78.5
Tilia x europaea,10,10.6,50.3
Tilia x europaea,11,16,78.5
Tilia x europaea,13,18.9,95
Tilia x europaea,13,14.9,78.5
Tilia x europaea,13,19.5,95
Tilia x europaea,10,8.6,19.6
Tilia x europaea,12,16,95
Tilia x europaea,11,16,95
Tilia x europaea,12,16.6,78.5
Tilia x europaea,12,14.9,95
Tilia x europaea,11,17.1,78.5
Tilia x europaea,12,10.1,78.5
Tilia x europaea,12,17.1,95
Tilia x europaea,11,16,63.6
Tilia x europaea,15,23.2,95
Tilia x europaea,12,12.7,28.3
Tilia x europaea,18,18.3,95
Tilia x europaea,14,13.8,63.6
Tilia x europaea,15,27,113.1
Tilia x europaea,15,17.1,153.9
Tilia x europaea,13,17.1,95
Tilia x europaea,12,27,153.9
Tilia x europaea,15,14.3,95
Tilia x europaea,8.6,11.5,24.3
Tilia x europaea,8.6,11.5,24.3
Tilia x europaea,8.6,11.5,24.3
Tilia x europaea,20,37.5,78.5
Tilia x europaea,13,14.9,95
Celtis australis,6,1.2,28.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Aesculus hippocastanum,8.4,1.4,28.3
Aesculus hippocastanum,8.4,3.5,28.3
Aesculus hippocastanum,8.4,3.5,28.3
Aesculus hippocastanum,8.4,7.9,28.3
Aesculus hippocastanum,8.4,7.9,28.3
Aesculus hippocastanum,8.4,7.9,28.3
Aesculus hippocastanum,8.4,7.9,28.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Tilia x europaea,5,0.8,1.8
Tilia x europaea,5,0.8,1.8
Tilia x europaea,5,0.8,1.8
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Cupressus,8.6,11.6,4.3
Aesculus hippocastanum,12,17,176.7
Platanus x hispanica,26,8.1,314.2
Platanus x hispanica,18,0.3,314.2
Platanus x hispanica,15,8.1,201.1
Platanus x hispanica,25,0.3,452.4
Platanus x hispanica,18,8.1,227
Platanus x hispanica,25,8.1,380.1
Platanus x hispanica,23,0.7,254.5
Platanus x hispanica,19,0.3,254.5
Platanus x hispanica,18,3.1,254.5
Platanus x hispanica,14,15.7,176.7
Platanus x hispanica,14,8.1,415.5
Platanus x hispanica,16,8.1,380.1
Platanus x hispanica,22,8.1,346.4
Platanus x hispanica,18,0.7,314.2
Carpinus betulus,13,3.9,12.6
Carpinus betulus,13,2.7,28.3
Prunus cerasifera,5,5,63.6
Prunus cerasifera,7,7.6,28.3
Carpinus betulus,14,5.6,50.3
Aesculus hippocastanum,12,13.6,50.3
Aesculus hippocastanum,6,3.4,28.3
Aesculus hippocastanum,12,25.2,113.1
Aesculus hippocastanum,13,28.3,63.6
Aesculus hippocastanum,13,11.3,28.3
Aesculus hippocastanum,13,12.1,50.3
Aesculus hippocastanum,5,1.7,12.6
Aesculus hippocastanum,12,16,78.5
Aesculus hippocastanum,13,23.3,113.1
Aesculus hippocastanum,13,12.8,38.5
Aesculus hippocastanum,5,2.3,7.1
Aesculus hippocastanum,5,1.1,12.6
Aesculus hippocastanum,10,14.2,78.5
Aesculus hippocastanum,13,7.1,12.6
Aesculus hippocastanum,12,17.7,63.6
Aesculus hippocastanum,5,1.7,7.1
Platanus x hispanica,22,22.5,176.7
Platanus x hispanica,22,0.3,201.1
Platanus x hispanica,23,34.9,346.4
Platanus x hispanica,22,15.7,132.7
Platanus x hispanica,21,18.1,50.3
Platanus x hispanica,22,30.1,176.7
Platanus x hispanica,21,25.6,132.7
Platanus x hispanica,23,32.8,153.9
Platanus x hispanica,25,36.5,153.9
Platanus x hispanica,23,30.1,227
Platanus x hispanica,23,33.7,78.5
Platanus x hispanica,21,26.7,63.6
Platanus x hispanica,25,34.9,283.5
Platanus x hispanica,23,32.8,132.7
Platanus x hispanica,22,36.5,95
Platanus x hispanica,22,10.5,132.7
Platanus x hispanica,24,1.9,254.5
Celtis australis,14,2.1,113.1
Celtis australis,18,2.1,63.6
Platanus x hispanica,25,32.8,254.5
Platanus x hispanica,21,20.5,176.7
Platanus x hispanica,19,31,132.7
Platanus x hispanica,24,30.1,346.4
Platanus x hispanica,21,32.8,254.5
Platanus x hispanica,20,15.7,78.5
Platanus x hispanica,23,31,95
Platanus x hispanica,21,31,113.1
Platanus x hispanica,19,31,227
Platanus x hispanica,28,0.3,490.9
Celtis australis,16,2.2,153.9
Celtis australis,16,2,113.1
Celtis australis,15,2.2,95
Platanus x hispanica,4,0.8,3.1
Acer campestre,4,1.2,3.1
Acer campestre,4,1.2,3.1
Acer campestre,4,1.2,3.1
Acer campestre,4,1,3.1
Acer campestre,6,1.7,7.1
Acer campestre,4,0.8,0.8
Acer campestre,4,1.2,7.1
Acer campestre,4,1.2,7.1
Acer campestre,5,1.3,7.1
Acer campestre,5,1.7,7.1
Acer campestre,7,2.5,12.6
Acer campestre,5,1.3,7.1
Acer campestre,5,1.3,7.1
