,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country
0,64.55491582684103,67.15916427971351,68.78549778109374,69.39559878742104,69.74249730442075,70.85596359764654,71.2763412165271,73.30574805690625,75.13644099682372,76.23942052931487,Belgium
1,82.71833305832733,85.22504012729013,87.07605171462781,87.20913000461525,88.67385056065041,89.04540977657976,88.69720532537588,89.46520422095367,89.82861325964629,89.09437200935842,Bulgaria
2,76.58487397083027,78.84025556297675,78.35489025566811,79.09015188780884,80.24362306493342,81.15549677507823,80.93339897365306,80.08890336273147,79.89589484785013,77.61854489622692,Czechia
3,86.48715850270278,86.27757196021068,86.86759901660038,86.2656644418064,86.07421577466057,85.97029337982079,84.86298879889395,85.74222320601844,86.900211375266,87.49101769741328,Denmark
4,77.21470469635655,77.24002451662457,78.82732348922642,78.04788178874244,78.07085411339033,77.75890037268879,76.94627492015009,78.2576675573699,79.70397529543068,78.94165512016723,Germany
5,87.53191730816513,86.89481619189043,88.41685381713565,89.05998247448908,87.78709722257784,87.98736325715912,87.40368330035122,89.25292636337798,89.41020272010884,89.03306709751126,Estonia
6,94.3229556974385,94.80300981410132,94.4977619202381,94.55673196015172,94.1607640474998,94.25925635571444,94.47686064131817,94.13989205572645,94.37459729540197,94.56056819676444,Ireland
7,75.70977159496292,81.65725090459742,80.13960572499599,78.84632205331549,78.8571654501301,78.29770153794153,77.13518897376012,77.61017474811514,78.42745349996909,76.68987001840418,Greece
8,78.64181439985909,80.5545522500716,81.72578816940532,81.7803856271639,81.63445006472868,81.59647017333779,81.64897611424513,80.7719786133901,81.18804214347975,80.64981261280197,Spain
9,92.14188506923536,92.14504698633787,92.2146571185061,91.78586554453263,92.16381851141588,90.69834715793291,92.07861347543707,92.35817076189623,92.63446743635124,92.28500076853305,France
10,62.297012222787274,74.41004882871009,72.69575095960572,71.9422935624258,80.92254062644179,82.87374157898722,85.76130484347141,85.3031109522459,84.51099077348245,86.6137019099962,Croatia
11,73.11214628850425,72.49282703262122,73.44820822983044,73.70778765388103,74.722082200582,73.77667563555148,73.76321765213287,74.06968316939832,76.77333714973663,76.31143730057588,Italy
12,82.50774189471024,82.54456572126934,82.24894630090482,82.78982462038438,82.40095452450036,81.69889956745243,80.49365742302005,81.15858794700972,81.47308430898842,81.4743566029127,Cyprus
13,87.68987881891108,87.7786914567915,87.71952308041668,87.74870286612023,88.04209259591931,87.87772078132616,86.75389814748587,88.05684481508035,89.13736766165971,88.6366753672143,Latvia
14,76.79616544142122,83.00046875592997,84.07276814553629,86.31879249830057,87.15853900187234,86.2678306566913,86.47715191093297,86.57139103842898,87.8407845497754,87.17874388691246,Lithuania
15,82.05138952927862,81.51402571380865,80.4395244288333,78.38426203315359,78.5544267053701,78.65706972537095,77.73478037378646,76.03739559605164,76.30433503911536,75.40036577223421,Luxembourg
16,90.65532250014584,90.87477648037134,89.81725262654805,90.405308844998,91.00612439241243,90.86788975454468,90.15097203796306,90.32206778815673,89.9274256836399,90.12921293480791,Hungary
17,74.53049821511718,75.49584133077416,74.51576756843285,75.6358552454697,74.62719662952493,76.87751581368603,76.8191446728116,73.04343093501687,75.87199645664931,75.76331624693559,Malta
18,69.19293133816676,70.05771478394995,69.6661066202032,69.77899388098461,71.16738730363619,71.14304834273108,72.09150527645922,71.69795543703162,73.66378609663482,74.86148265356805,Netherlands
19,78.82222715019428,79.17952080285609,80.08472397684872,80.17259346517326,81.22340654530842,80.36108156626791,79.30064231044115,77.86810986076674,79.25575131609702,79.39607835862427,Austria
