,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Country
20,84.44827772670742,85.75377942713588,86.21183074907856,85.79916991909474,85.57161788696536,86.86991050962331,86.54113356556819,85.88095573538389,86.73830490172809,85.53443618250681,Poland
21,76.577460138665,78.31152763300179,78.7666837185509,79.25209356049669,79.3364882184758,77.63620176337128,77.91195207758867,78.4823158347918,80.43617582749002,81.13747420440714,Portugal
22,82.82975642313241,89.07858733496288,89.41933435078424,90.72425844630153,90.6503921701332,91.757464686834,92.42822863127284,92.76854086494843,92.9262996972676,92.07028157469747,Romania
23,75.96258134490239,78.23348436030157,80.4500553237439,78.5182735950738,78.10648104599754,79.19866458818179,77.8346640398175,73.7630721476919,74.0941418260541,77.86489617757331,Slovenia
24,48.002310863342466,53.549268588203645,55.799875526661026,54.08756583602891,55.98148405003636,55.1828248886829,55.412577756108405,56.61942881000746,57.88458654557827,57.88463384201938,Slovakia
25,81.73371036421729,80.74763858435084,81.65558457628144,81.13624923164873,81.34969426143464,81.24713783670315,80.7996184499401,81.58912272592858,82.45717197601721,81.44165793546279,Finland
26,76.60722982209249,77.2028948155311,77.64022466572041,77.47426858925544,77.06326580541915,77.29844546067997,77.52167853162061,77.87979083245034,80.21002342720645,79.55557757380477,Sweden
27,92.23866853442787,91.25043229089472,91.64375274967004,90.29745447611784,88.54078998382963,88.31292008280819,87.18727595185088,88.10023356161672,92.22830192531494,90.30803749292289,Iceland
28,68.18398693082642,69.67696541522383,71.01564568568845,69.52463677291222,73.12072533897206,73.00513450393989,72.543381623581,72.81530260118704,75.03837037794354,73.51326057170765,Norway
29,67.77545926926068,67.07995354353149,70.0297688235863,67.16725634433783,67.94788071026527,64.87389718731333,66.52687627133903,63.920685206125746,0.0,0.0,Switzerland
30,74.95292390070054,75.37201712985477,75.60972063956329,74.97246025478886,75.35282710352246,75.69247084674072,75.38727170993558,75.12583397513346,0.0,0.0,United Kingdom
31,31.38222431576049,30.640311517471392,36.50247794028768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Serbia
32,80.0674842233382,80.74372748214331,80.24477002902925,81.43430204967142,82.80846640227539,82.673699720243,82.05446650870127,82.78549375986427,84.09287170910858,0.0,Türkiye
