awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,img_online_path,img_local_path,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
2011,Chemistry,Dan Shechtman,male,1941-01-24,"Technion - Israel Institute of Technology, Haifa, Israel",Tel Aviv,Israel,for the discovery of quasicrystals,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2011,http://masterdataapi.nobelprize.org/2/laureate/867,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8049.jpg/220px-Nobel_Prize_2011-Nobel_interviews_KVA-DSC_8049.jpg,faces/Q44111.jpg,70,Israel,Israel,Israel,31.51,34.93,31.51,34.93,31.51,34.93,31.51,34.93
2011,Economic Sciences,Christopher A. Sims,male,1942-10-21,"Princeton University, Princeton, NJ, USA","Washington, DC",USA,for their empirical research on cause and effect in the macroeconomy,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2011,http://masterdataapi.nobelprize.org/2/laureate/873,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Nobel_Prize_2011-Press_Conference_KVA-DSC_7720.jpg/220px-Nobel_Prize_2011-Press_Conference_KVA-DSC_7720.jpg,faces/Q109737.jpg,69,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Peace,Leymah Gbowee,female,1972-02-01,,Monrovia,Liberia,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2011,http://masterdataapi.nobelprize.org/2/laureate/870,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Leymah_Gbowee_%28cropped%29.jpg/220px-Leymah_Gbowee_%28cropped%29.jpg,faces/Q107037.jpg,39,,,Liberia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,Physics,Adam G. Riess,male,1969-12-16,"Johns Hopkins University, Baltimore, MD, USA","Washington, DC",USA,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,http://masterdataapi.nobelprize.org/2/laureate/866,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Nobel_Prize_2011-Press_Conference_KVA-DSC_7707.jpg/220px-Nobel_Prize_2011-Press_Conference_KVA-DSC_7707.jpg,faces/Q106454.jpg,42,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Medicine,Ralph M. Steinman,male,1943-01-14,"Rockefeller University, New York, NY, USA",Montreal,Canada,for his discovery of the dendritic cell and its role in adaptive immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,http://masterdataapi.nobelprize.org/2/laureate/863,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/RMSt.jpg/220px-RMSt.jpg,faces/Q105494.jpg,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,54.98,-100.53,38.51,-100.3
2011,Medicine,Bruce A. Beutler,male,1957-12-29,"University of Texas Southwestern Medical Center at Dallas, Dallas, TX, USA","Chicago, IL",USA,for their discoveries concerning the activation of innate immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2011,http://masterdataapi.nobelprize.org/2/laureate/861,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Bruce_Beutler_-_Nobel_Prize_2011-Press_Conference_KI-DSC_7508.jpg/220px-Bruce_Beutler_-_Nobel_Prize_2011-Press_Conference_KI-DSC_7508.jpg,faces/Q104592.jpg,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2011,Physics,Brian P. Schmidt,male,1967-02-24,"Australian National University, Weston Creek, Australia","Missoula, MT",USA,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,http://masterdataapi.nobelprize.org/2/laureate/865,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Brian_Schmidt_portrait_1.jpg/220px-Brian_Schmidt_portrait_1.jpg,faces/Q201452.jpg,44,Australia,Australia,North America,-26.32,134.63,-26.32,134.63,38.51,-100.3,38.51,-100.3
2011,Physics,Saul Perlmutter,male,1959-00-00,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA","Champaign-Urbana, IL",USA,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2011,http://masterdataapi.nobelprize.org/2/laureate/864,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Nobel_Prize_2011-Press_Conference_KVA-DSC_7744.jpg/220px-Nobel_Prize_2011-Press_Conference_KVA-DSC_7744.jpg,faces/Q106949.jpg,52,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Economic Sciences,Lloyd S. Shapley,male,1923-06-02,"University of California, Los Angeles, CA, USA","Cambridge, MA",USA,for the theory of stable allocations and the practice of market design,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,http://masterdataapi.nobelprize.org/2/laureate/883,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Shapley%2C_Lloyd_%281980%29.jpg/220px-Shapley%2C_Lloyd_%281980%29.jpg,faces/Q244739.jpg,89,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Physics,Serge Haroche,male,1944-09-11,"Collège de France, Paris, France",Casablanca,Morocco,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,http://masterdataapi.nobelprize.org/2/laureate/876,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Serge_Haroche_at_Techfest%2C_IIT_Bombay.jpg/220px-Serge_Haroche_at_Techfest%2C_IIT_Bombay.jpg,faces/Q109588.jpg,68,France,Europe,Morocco,46.97,2.7,48.55,5.72,0.0,0.0,0.0,0.0
2012,Physics,David J. Wineland,male,1944-02-24,"National Institute of Standards and Technology, Boulder, CO, USA","Milwaukee, WI",USA,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,http://masterdataapi.nobelprize.org/2/laureate/877,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/David_Wineland_2008.jpg/220px-David_Wineland_2008.jpg,faces/Q61045.jpg,68,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Economic Sciences,Alvin E. Roth,male,1951-12-18,"Harvard University, Cambridge, MA, USA","New York, NY",USA,for the theory of stable allocations and the practice of market design,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2012,http://masterdataapi.nobelprize.org/2/laureate/882,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Alvin_E._Roth_3_2012.jpg/220px-Alvin_E._Roth_3_2012.jpg,faces/Q28542.jpg,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Chemistry,Robert J. Lefkowitz,male,1943-04-15,"Howard Hughes Medical Institute, N/A","New York, NY",USA,for studies of G-protein-coupled receptors,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2012,http://masterdataapi.nobelprize.org/2/laureate/878,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Robert_Lefkowitz_1_2012_%28cropped%29.jpg/220px-Robert_Lefkowitz_1_2012_%28cropped%29.jpg,faces/Q80910.jpg,69,N/A,N/A,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
2012,Chemistry,Brian Kobilka,male,1955-05-30,"Stanford University School of Medicine, Stanford, CA, USA","Little Falls, MN",USA,for studies of G-protein-coupled receptors,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2012,http://masterdataapi.nobelprize.org/2/laureate/879,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Brian_Kobilka_%28649437151%29.jpg/220px-Brian_Kobilka_%28649437151%29.jpg,faces/Q80907.jpg,57,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2012,Literature,Mo Yan,male,1955-02-02,,Gaomi,China,"who with hallucinatory realism merges folk tales, history and the contemporary",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2012,http://masterdataapi.nobelprize.org/2/laureate/880,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/MoYan_Hamburg_2008.jpg/220px-MoYan_Hamburg_2008.jpg,faces/Q8998.jpg,57,,,China,0.0,0.0,0.0,0.0,32.87,105.22,32.87,105.22
2012,Medicine,Sir John B. Gurdon,male,1933-10-02,"Gurdon Institute, Cambridge, United Kingdom",Dippenhall,United Kingdom,for the discovery that mature cells can be reprogrammed to become pluripotent,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,http://masterdataapi.nobelprize.org/2/laureate/874,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/John_Gurdon_Cambridge_2012.JPG/220px-John_Gurdon_Cambridge_2012.JPG,faces/Q81218.jpg,79,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
2012,Medicine,Shinya Yamanaka,male,1962-09-04,"Kyoto University, Kyoto, Japan",Osaka,Japan,for the discovery that mature cells can be reprogrammed to become pluripotent,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2012,http://masterdataapi.nobelprize.org/2/laureate/875,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Shinya_Yamanaka_20141226.jpg/220px-Shinya_Yamanaka_20141226.jpg,faces/Q80917.jpg,50,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2013,Literature,Alice Munro,female,1931-07-10,,Wingham,Canada,master of the contemporary short story,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2013,http://masterdataapi.nobelprize.org/2/laureate/892,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Alice_Munro_2006_%28cropped%29.jpg/220px-Alice_Munro_2006_%28cropped%29.jpg,faces/Q234819.jpg,82,,,North America,0.0,0.0,0.0,0.0,54.98,-100.53,38.51,-100.3
2013,Economic Sciences,Robert J. Shiller,male,1946-03-29,"Yale University, New Haven, CT, USA","Detroit, MI",USA,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,http://masterdataapi.nobelprize.org/2/laureate/896,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Robert_Shiller_-_World_Economic_Forum_Annual_Meeting_2012_%28cropped%29.jpg/220px-Robert_Shiller_-_World_Economic_Forum_Annual_Meeting_2012_%28cropped%29.jpg,faces/Q338151.jpg,67,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Chemistry,Michael Levitt,male,1947-05-09,"Stanford University School of Medicine, Stanford, CA, USA",Pretoria,South Africa,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,http://masterdataapi.nobelprize.org/2/laureate/890,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/DIMG_7539_%2811253383215%29.jpg/220px-DIMG_7539_%2811253383215%29.jpg,faces/Q6832227.jpg,66,USA,North America,South Africa,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
2013,Economic Sciences,Eugene F. Fama,male,1939-02-14,"University of Chicago, Chicago, IL, USA","Boston, MA",USA,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,http://masterdataapi.nobelprize.org/2/laureate/894,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/20080105_Fama_Winning_Morgan_Stanley_Prize.JPG/220px-20080105_Fama_Winning_Morgan_Stanley_Prize.JPG,faces/Q359317.jpg,74,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Medicine,Randy W. Schekman,male,1948-12-30,"University of California, Berkeley, CA, USA","St. Paul, MN",USA,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,http://masterdataapi.nobelprize.org/2/laureate/885,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Randy_Shekman_01.JPG/220px-Randy_Shekman_01.JPG,faces/Q740638.jpg,65,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Chemistry,Arieh Warshel,male,1940-11-20,"University of Southern California, Los Angeles, CA, USA",Kibbutz Sde-Nahum,Israel,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,http://masterdataapi.nobelprize.org/2/laureate/891,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/AW_TW_PS.jpg/220px-AW_TW_PS.jpg,faces/Q4790366.jpg,73,USA,North America,Israel,38.51,-100.3,38.51,-100.3,31.51,34.93,31.51,34.93
2013,Physics,François Englert,male,1932-11-06,"Université Libre de Bruxelles, Brussels, Belgium",Etterbeek,Belgium,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,http://masterdataapi.nobelprize.org/2/laureate/887,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Francois_Englert.jpg/220px-Francois_Englert.jpg,faces/Q151746.jpg,81,Belgium,Europe,Europe,50.67,4.86,48.55,5.72,50.67,4.86,48.55,5.72
2013,Economic Sciences,Lars Peter Hansen,male,1952-10-26,"University of Chicago, Chicago, IL, USA","Urbana, IL",USA,for their empirical analysis of asset prices,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2013,http://masterdataapi.nobelprize.org/2/laureate/895,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Lars_Peter_Hansen_photo_in_2007.jpg/220px-Lars_Peter_Hansen_photo_in_2007.jpg,faces/Q1386049.jpg,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Physics,Peter Higgs,male,1929-05-29,"University of Edinburgh, Edinburgh, United Kingdom",Newcastle upon Tyne,United Kingdom,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,http://masterdataapi.nobelprize.org/2/laureate/888,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Nobel_Prize_24_2013.jpg/220px-Nobel_Prize_24_2013.jpg,faces/Q192112.jpg,84,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
2013,Medicine,James E. Rothman,male,1950-11-03,"Yale University, New Haven, CT, USA","Haverhill, MA",USA,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,http://masterdataapi.nobelprize.org/2/laureate/884,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/James_Edward_Rothman.jpg/220px-James_Edward_Rothman.jpg,faces/Q444270.jpg,63,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2013,Chemistry,Martin Karplus,male,1930-03-15,"Université de Strasbourg, Strasbourg, France",Vienna,Austria,for the development of multiscale models for complex chemical systems,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2013,http://masterdataapi.nobelprize.org/2/laureate/889,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Martin_Karplus_Nobel_Prize_22_2013.jpg/220px-Martin_Karplus_Nobel_Prize_22_2013.jpg,faces/Q903471.jpg,83,France,Europe,Europe,46.97,2.7,48.55,5.72,47.35,14.47,48.55,5.72
2013,Medicine,Thomas C. Südhof,male,1955-12-22,"Stanford University, Stanford, CA, USA",Göttingen,Germany,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",https://masterdataapi.nobelprize.org/2/nobelPrize/med/2013,http://masterdataapi.nobelprize.org/2/laureate/886,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Thomas_c_s%C3%BCdhof.jpg/220px-Thomas_c_s%C3%BCdhof.jpg,faces/Q97270.jpg,58,USA,North America,Europe,38.51,-100.3,38.51,-100.3,51.42,10.6,48.55,5.72
2014,Chemistry,William E. Moerner,male,1953-06-24,"Stanford University, Stanford, CA, USA","Pleasanton, CA",USA,for the development of super-resolved fluorescence microscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,http://masterdataapi.nobelprize.org/2/laureate/911,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/WE_Moerner.jpg/220px-WE_Moerner.jpg,faces/Q1387059.jpg,61,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2014,Medicine,Edvard I. Moser,male,1962-04-27,"Norwegian University of Science and Technology (NTNU), Trondheim, Norway",Ålesund,Norway,for their discoveries of cells that constitute a positioning system in the brain,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2014,http://masterdataapi.nobelprize.org/2/laureate/905,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Edvard_Moser.jpg/220px-Edvard_Moser.jpg,faces/Q5341373.jpg,52,Norway,Europe,Europe,61.19,8.66,48.55,5.72,61.19,8.66,48.55,5.72
2014,Medicine,John O'Keefe,male,1939-11-18,"University College, London, United Kingdom","New York, NY",USA,for their discoveries of cells that constitute a positioning system in the brain,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2014,http://masterdataapi.nobelprize.org/2/laureate/903,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/John_O%27Keefe_%28neuroscientist%29_2014.jpg/220px-John_O%27Keefe_%28neuroscientist%29_2014.jpg,faces/Q1701279.jpg,75,United Kingdom,Europe,North America,52.94,-1.23,48.55,5.72,38.51,-100.3,38.51,-100.3
2014,Chemistry,Eric Betzig,male,1960-01-13,"Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA, USA","Ann Arbor, MI",USA,for the development of super-resolved fluorescence microscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,http://masterdataapi.nobelprize.org/2/laureate/909,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Eric_Betzig.jpg/220px-Eric_Betzig.jpg,faces/Q1351105.jpg,54,USA,North America,North America,38.51,-100.3,38.51,-100.3,38.51,-100.3,38.51,-100.3
2014,Peace,Malala Yousafzai,female,1997-07-12,,Mingora,Pakistan,for their struggle against the suppression of children and young people and for the right of all children to education,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2014,http://masterdataapi.nobelprize.org/2/laureate/914,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Malala_Yousafzai_2015.jpg/220px-Malala_Yousafzai_2015.jpg,faces/Q32732.jpg,17,,,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,Medicine,May-Britt Moser,female,1963-01-04,"Norwegian University of Science and Technology (NTNU), Trondheim, Norway",Fosnavåg,Norway,for their discoveries of cells that constitute a positioning system in the brain,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2014,http://masterdataapi.nobelprize.org/2/laureate/904,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/May-Britt_Moser_%2820902423978%29_%28cropped%29.jpg/220px-May-Britt_Moser_%2820902423978%29_%28cropped%29.jpg,faces/Q6796222.jpg,51,Norway,Europe,Europe,61.19,8.66,48.55,5.72,61.19,8.66,48.55,5.72
2014,Chemistry,Stefan W. Hell,male,1962-12-23,"Max Planck Institute for Biophysical Chemistry, Göttingen, Germany",Arad,Romania,for the development of super-resolved fluorescence microscopy,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2014,http://masterdataapi.nobelprize.org/2/laureate/910,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Stefan_W_Hell.jpg/220px-Stefan_W_Hell.jpg,faces/Q91410.jpg,52,Germany,Europe,Romania,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
2014,Physics,Isamu Akasaki,male,1929-01-30,"Meijo University, Nagoya, Japan",Chiran,Japan,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2014,http://masterdataapi.nobelprize.org/2/laureate/906,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Isamu_Akasaki_201111.jpg/220px-Isamu_Akasaki_201111.jpg,faces/Q1673706.jpg,85,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2014,Physics,Hiroshi Amano,male,1960-09-11,"Nagoya University, Nagoya, Japan",Hamamatsu,Japan,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2014,http://masterdataapi.nobelprize.org/2/laureate/907,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Hiroshi_Amano_20141211.jpg/220px-Hiroshi_Amano_20141211.jpg,faces/Q11443689.jpg,54,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2014,Literature,Patrick Modiano,male,1945-07-30,,Paris,France,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2014,http://masterdataapi.nobelprize.org/2/laureate/912,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Patrick_Modiano_6_dec_2014_-_22.jpg/220px-Patrick_Modiano_6_dec_2014_-_22.jpg,faces/Q222944.jpg,69,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
2014,Physics,Shuji Nakamura,male,1954-05-22,"University of California, Santa Barbara, CA, USA",Ikata,Japan,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2014,http://masterdataapi.nobelprize.org/2/laureate/908,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Professor_Shuji_Nakamura_%28Cropped%29.jpg/220px-Professor_Shuji_Nakamura_%28Cropped%29.jpg,faces/Q730065.jpg,60,USA,North America,Japan,38.51,-100.3,38.51,-100.3,36.98,139.59,36.98,139.59
2014,Peace,Kailash Satyarthi,male,1954-01-11,,Vidisha,India,for their struggle against the suppression of children and young people and for the right of all children to education,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2014,http://masterdataapi.nobelprize.org/2/laureate/913,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Kailash_Satyarthi.jpg/220px-Kailash_Satyarthi.jpg,faces/Q3442375.jpg,60,,,India,0.0,0.0,0.0,0.0,20.6,78.66,20.6,78.66
2014,Economic Sciences,Jean Tirole,male,1953-08-09,"Toulouse School of Economics (TSE), Toulouse, France",Troyes,France,for his analysis of market power and regulation,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2014,http://masterdataapi.nobelprize.org/2/laureate/915,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Jean_Tirole_2019.jpg/220px-Jean_Tirole_2019.jpg,faces/Q173994.jpg,61,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
2015,Physics,Takaaki Kajita,male,1959-03-09,"University of Tokyo, Kashiwa, Japan",Higashimatsuyama,Japan,"for the discovery of neutrino oscillations, which shows that neutrinos have mass",https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2015,http://masterdataapi.nobelprize.org/2/laureate/919,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Takaaki_Kajita_cropped_1_Takaaki_Kajita_202010.jpg/220px-Takaaki_Kajita_cropped_1_Takaaki_Kajita_202010.jpg,faces/Q11538917.jpg,56,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2015,Literature,Svetlana Alexievich,female,1948-05-31,,Ivano-Frankivsk,Ukraine,"for her polyphonic writings, a monument to suffering and courage in our time",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2015,http://masterdataapi.nobelprize.org/2/laureate/924,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Svetlana_Alexievich_asv2024-01.jpg/220px-Svetlana_Alexievich_asv2024-01.jpg,faces/Q274334.jpg,67,,,Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,Chemistry,Aziz Sancar,male,1946-09-08,"University of North Carolina, Chapel Hill, NC, USA",Savur,Turkey,for mechanistic studies of DNA repair,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2015,http://masterdataapi.nobelprize.org/2/laureate/923,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Aziz_Sancar_0060.jpg/220px-Aziz_Sancar_0060.jpg,faces/Q15118973.jpg,69,USA,North America,Turkey,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
2015,Medicine,Satoshi &#332;mura,male,1935-07-12,"Kitasato University, Tokyo, Japan",Yamanashi Prefecture,Japan,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2015,http://masterdataapi.nobelprize.org/2/laureate/917,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Satoshi_%C5%8Cmura_5040-2015.jpg/220px-Satoshi_%C5%8Cmura_5040-2015.jpg,faces/Q21061207.jpg,80,Japan,Japan,Japan,36.98,139.59,36.98,139.59,36.98,139.59,36.98,139.59
2015,Economic Sciences,Angus Deaton,male,1945-10-19,"Princeton University, Princeton, NJ, USA",Edinburgh,Scotland,"for his analysis of consumption, poverty, and welfare",https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2015,http://masterdataapi.nobelprize.org/2/laureate/926,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Angus_Deaton_0244.jpg/220px-Angus_Deaton_0244.jpg,faces/Q204078.jpg,70,USA,North America,Scotland,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
2015,Medicine,William C. Campbell,male,1930-06-28,"Drew University, Madison, NJ, USA",Ramelton,Ireland,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2015,http://masterdataapi.nobelprize.org/2/laureate/916,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/William_C._Campbell_4983-1-2015.jpg/220px-William_C._Campbell_4983-1-2015.jpg,faces/Q21061212.jpg,85,USA,North America,Europe,38.51,-100.3,38.51,-100.3,53.39,-8.32,48.55,5.72
2015,Chemistry,Tomas Lindahl,male,1938-01-28,"Francis Crick Institute, Hertfordshire, United Kingdom",Stockholm,Sweden,for mechanistic studies of DNA repair,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2015,http://masterdataapi.nobelprize.org/2/laureate/921,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Tomas_Lindahl_0113.jpg/220px-Tomas_Lindahl_0113.jpg,faces/Q1886068.jpg,77,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,60.8,15.21,48.55,5.72
