awardYear,category,name,gender,birth_date,affiliation_1,birth_cityNow,birth_countryNow,motivation,award_link,laureate_link,img_online_path,img_local_path,age,affiliation_country,affiliation_zone,birth_zone,affiliation_lat,affiliation_lon,affiliation_zone_lat,affiliation_zone_lon,birth_lat,birth_lon,birth_zone_lat,birth_zone_lon
1901,Medicine,Emil von Behring,male,1854-03-15,"Marburg University, Marburg, Germany",Lawice,Poland,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1901,http://masterdataapi.nobelprize.org/2/laureate/293,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Emil_von_Behring_im_M%C3%A4rz_1914._Fotografie_von_Waldemar_Titzenthaler.jpg/220px-Emil_von_Behring_im_M%C3%A4rz_1914._Fotografie_von_Waldemar_Titzenthaler.jpg,faces/Q76425.jpg,47,Germany,Europe,Poland,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1901,Chemistry,Jacobus H. van 't Hoff,male,1852-08-30,"Berlin University, Berlin, Germany",Rotterdam,the Netherlands,in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1901,http://masterdataapi.nobelprize.org/2/laureate/160,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Vant_Hoff.jpg/220px-Vant_Hoff.jpg,faces/Q102822.jpg,49,Germany,Europe,Europe,51.42,10.6,48.55,5.72,52.52,5.74,48.55,5.72
1901,Literature,Sully Prudhomme,male,1839-03-16,,Paris,France,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1901,http://masterdataapi.nobelprize.org/2/laureate/569,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Sully_Prudhomme%2C_Ren%C3%A9-Fran%C3%A7ois-Armand%2C_BNF_Gallica.jpg/220px-Sully_Prudhomme%2C_Ren%C3%A9-Fran%C3%A7ois-Armand%2C_BNF_Gallica.jpg,faces/Q42247.jpg,62,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1901,Peace,Henry Dunant,male,1828-05-08,,Geneva,Switzerland,for his humanitarian efforts to help wounded soldiers and create international understanding,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1901,http://masterdataapi.nobelprize.org/2/laureate/462,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Jean_Henri_Dunant.jpg/220px-Jean_Henri_Dunant.jpg,faces/Q12091.jpg,73,,,Europe,0.0,0.0,0.0,0.0,47.0,8.43,48.55,5.72
1901,Physics,Wilhelm Conrad Röntgen,male,1845-03-27,"Munich University, Munich, Germany",Remscheid,Germany,in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1901,http://masterdataapi.nobelprize.org/2/laureate/1,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Roentgen2.jpg/220px-Roentgen2.jpg,faces/Q35149.jpg,56,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1901,Peace,Frédéric Passy,male,1822-05-20,,Paris,France,"for his lifelong work for international peace conferences, diplomacy and arbitration",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1901,http://masterdataapi.nobelprize.org/2/laureate/463,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Frederic_Passy.jpg/220px-Frederic_Passy.jpg,faces/Q180409.jpg,79,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1902,Physics,Hendrik A. Lorentz,male,1853-07-18,"Leiden University, Leiden, the Netherlands",Arnhem,the Netherlands,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1902,http://masterdataapi.nobelprize.org/2/laureate/2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/H_A_Lorentz_%28Nobel%29.jpg/220px-H_A_Lorentz_%28Nobel%29.jpg,faces/Q41688.jpg,49,the Netherlands,Europe,Europe,52.52,5.74,48.55,5.72,52.52,5.74,48.55,5.72
1902,Literature,Theodor Mommsen,male,1817-11-30,,Garding,Germany,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1902,http://masterdataapi.nobelprize.org/2/laureate/571,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Theodor_Mommsen_2.jpg/220px-Theodor_Mommsen_2.jpg,faces/Q25351.jpg,85,,,Europe,0.0,0.0,0.0,0.0,51.42,10.6,48.55,5.72
1902,Peace,Albert Gobat,male,1843-05-21,,Tramelan,Switzerland,for his eminently practical administration of the Inter-Parliamentary Union,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1902,http://masterdataapi.nobelprize.org/2/laureate/465,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Charles_Albert_Gobat2.jpg/220px-Charles_Albert_Gobat2.jpg,faces/Q179458.jpg,59,,,Europe,0.0,0.0,0.0,0.0,47.0,8.43,48.55,5.72
1902,Physics,Pieter Zeeman,male,1865-05-25,"Amsterdam University, Amsterdam, the Netherlands",Zonnemaire,the Netherlands,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1902,http://masterdataapi.nobelprize.org/2/laureate/3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Pieter_Zeeman.jpg/220px-Pieter_Zeeman.jpg,faces/Q79000.jpg,37,the Netherlands,Europe,Europe,52.52,5.74,48.55,5.72,52.52,5.74,48.55,5.72
1902,Medicine,Ronald Ross,male,1857-05-13,"University College, Liverpool, United Kingdom",Almora,India,"for his work on malaria, by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1902,http://masterdataapi.nobelprize.org/2/laureate/294,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Ronald_Ross.jpg/220px-Ronald_Ross.jpg,faces/Q102034.jpg,45,United Kingdom,Europe,India,52.94,-1.23,48.55,5.72,20.6,78.66,20.6,78.66
1902,Peace,Élie Ducommun,male,1833-02-19,,Geneva,Switzerland,for his untiring and skilful directorship of the Bern Peace Bureau,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1902,http://masterdataapi.nobelprize.org/2/laureate/464,https://upload.wikimedia.org/wikipedia/commons/9/9a/Ducommun.jpg,faces/Q122368.jpg,69,,,Europe,0.0,0.0,0.0,0.0,47.0,8.43,48.55,5.72
1902,Chemistry,Emil Fischer,male,1852-10-09,"Berlin University, Berlin, Germany",Euskirchen,Germany,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1902,http://masterdataapi.nobelprize.org/2/laureate/161,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Hermann_Emil_Fischer_c1895.jpg/220px-Hermann_Emil_Fischer_c1895.jpg,faces/Q70554.jpg,50,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1903,Peace,Randal Cremer,male,1828-03-18,,Fareham,United Kingdom,for his longstanding and devoted effort in favour of the ideas of peace and arbitration,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1903,http://masterdataapi.nobelprize.org/2/laureate/466,https://upload.wikimedia.org/wikipedia/commons/1/1e/Cremer.jpg,faces/Q189841.jpg,75,,,Europe,0.0,0.0,0.0,0.0,52.94,-1.23,48.55,5.72
1903,Physics,Pierre Curie,male,1859-05-15,"École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry), Paris, France",Paris,France,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,http://masterdataapi.nobelprize.org/2/laureate/5,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,44,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1903,Physics,Henri Becquerel,male,1852-12-15,"École Polytechnique, Paris, France",Paris,France,in recognition of the extraordinary services he has rendered by his discovery of spontaneous radioactivity,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,http://masterdataapi.nobelprize.org/2/laureate/4,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Paul_Nadar_-_Henri_Becquerel.jpg/220px-Paul_Nadar_-_Henri_Becquerel.jpg,faces/Q41269.jpg,51,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1903,Chemistry,Svante Arrhenius,male,1859-02-19,"Stockholm University, Stockholm, Sweden",Vik,Sweden,in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1903,http://masterdataapi.nobelprize.org/2/laureate/162,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Arrhenius2.jpg/220px-Arrhenius2.jpg,faces/Q80956.jpg,44,Sweden,Europe,Europe,60.8,15.21,48.55,5.72,60.8,15.21,48.55,5.72
1903,Literature,Bjørnstjerne Bjørnson,male,1832-12-08,,Kvikne,Norway,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1903,http://masterdataapi.nobelprize.org/2/laureate/572,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Bj%C3%B8rnson_blds_01655.jpg/220px-Bj%C3%B8rnson_blds_01655.jpg,faces/Q46405.jpg,71,,,Europe,0.0,0.0,0.0,0.0,61.19,8.66,48.55,5.72
1903,Medicine,Niels Ryberg Finsen,male,1860-12-15,"Finsen Medical Light Institute, Copenhagen, Denmark",Thorshavn,Faroe Islands (Denmark),"in recognition of his contribution to the treatment of diseases, especially lupus vulgaris, with concentrated light radiation, whereby he has opened a new avenue for medical science",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1903,http://masterdataapi.nobelprize.org/2/laureate/295,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Niels_Ryberg_Finsen_portrait.jpg/220px-Niels_Ryberg_Finsen_portrait.jpg,faces/Q182964.jpg,43,Denmark,Europe,Faroe Islands (Denmark),56.31,9.69,48.55,5.72,0.0,0.0,0.0,0.0
1903,Physics,Marie Curie,female,1867-11-07,,Warsaw,Poland,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,http://masterdataapi.nobelprize.org/2/laureate/6,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,36,,,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,Physics,Lord Rayleigh,male,1842-11-12,"Royal Institution of Great Britain, London, United Kingdom","Langford Grove, Maldon, Essex",United Kingdom,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1904,http://masterdataapi.nobelprize.org/2/laureate/8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/John_William_Strutt.jpg/220px-John_William_Strutt.jpg,faces/Q83297.jpg,62,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1904,Literature,Frédéric Mistral,male,1830-09-08,,Maillane,France,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1904,http://masterdataapi.nobelprize.org/2/laureate/573,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Frederic_Mistral_portrait_photo.jpg/220px-Frederic_Mistral_portrait_photo.jpg,faces/Q42596.jpg,74,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
1904,Literature,José Echegaray,male,1832-04-19,,Madrid,Spain,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1904,http://masterdataapi.nobelprize.org/2/laureate/574,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Jos%C3%A9_Echegaray_y_Eizaguirre.jpg/220px-Jos%C3%A9_Echegaray_y_Eizaguirre.jpg,faces/Q127349.jpg,72,,,Europe,0.0,0.0,0.0,0.0,40.37,-3.14,48.55,5.72
1904,Chemistry,Sir William Ramsay,male,1852-10-02,"University College, London, United Kingdom",Glasgow,Scotland,"in recognition of his services in the discovery of the inert gaseous elements in air, and his determination of their place in the periodic system",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1904,http://masterdataapi.nobelprize.org/2/laureate/163,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/William_Ramsay.jpg/220px-William_Ramsay.jpg,faces/Q950726.jpg,52,United Kingdom,Europe,Scotland,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1904,Medicine,Ivan Pavlov,male,1849-09-14,"Military Medical Academy, St. Petersburg, Russia",Ryazan,Russia,"in recognition of his work on the physiology of digestion, through which knowledge on vital aspects of the subject has been transformed and enlarged",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1904,http://masterdataapi.nobelprize.org/2/laureate/296,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Ivan_Pavlov_NLM3.jpg/220px-Ivan_Pavlov_NLM3.jpg,faces/Q42985.jpg,55,Russia,Russia,Russia,61.1,81.38,61.1,81.38,61.1,81.38,61.1,81.38
1905,Medicine,Robert Koch,male,1843-12-11,"Institute for Infectious Diseases, Berlin, Germany",Clausthal-Zellerfeld,Germany,for his investigations and discoveries in relation to tuberculosis,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1905,http://masterdataapi.nobelprize.org/2/laureate/297,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Robert_Koch.jpg/220px-Robert_Koch.jpg,faces/Q37193.jpg,62,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1905,Literature,Henryk Sienkiewicz,male,1846-05-05,,Wola Okrzejska,Poland,because of his outstanding merits as an epic writer,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1905,http://masterdataapi.nobelprize.org/2/laureate/575,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Henryk_Sienkiewicz_ca_1885_%2845871548%29_%28cropped%29.jpg/220px-Henryk_Sienkiewicz_ca_1885_%2845871548%29_%28cropped%29.jpg,faces/Q41502.jpg,59,,,Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,Chemistry,Adolf von Baeyer,male,1835-10-31,"Munich University, Munich, Germany",Berlin,Germany,"in recognition of his services in the advancement of organic chemistry and the chemical industry, through his work on organic dyes and hydroaromatic compounds",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1905,http://masterdataapi.nobelprize.org/2/laureate/164,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Adolf_von_Baeyer_%281905%29.jpg/220px-Adolf_von_Baeyer_%281905%29.jpg,faces/Q57078.jpg,70,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1905,Physics,Philipp Lenard,male,1862-06-07,"Kiel University, Kiel, Germany",Bratislava,Slovakia,for his work on cathode rays,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1905,http://masterdataapi.nobelprize.org/2/laureate/9,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Phillipp_Lenard_in_1900.jpg/220px-Phillipp_Lenard_in_1900.jpg,faces/Q57063.jpg,43,Germany,Europe,Slovakia,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1905,Peace,Bertha von Suttner,female,1843-06-09,,Prague,Czech Republic,for her audacity to oppose the horrors of war,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1905,http://masterdataapi.nobelprize.org/2/laureate/468,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Bertha-von-Suttner-1906.jpg/220px-Bertha-von-Suttner-1906.jpg,faces/Q18456.jpg,62,,,Europe,0.0,0.0,0.0,0.0,49.9,15.61,48.55,5.72
1906,Literature,Giosuè Carducci,male,1835-07-27,,Val di Castello,Italy,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1906,http://masterdataapi.nobelprize.org/2/laureate/576,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Giosu%C3%A8_Carducci3_%28cropped%29.jpg/220px-Giosu%C3%A8_Carducci3_%28cropped%29.jpg,faces/Q43440.jpg,71,,,Europe,0.0,0.0,0.0,0.0,42.41,12.74,48.55,5.72
1906,Chemistry,Henri Moissan,male,1852-09-28,"Sorbonne University, Paris, France",Paris,France,"in recognition of the great services rendered by him in his investigation and isolation of the element fluorine, and for the adoption in the service of science of the electric furnace called after him",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1906,http://masterdataapi.nobelprize.org/2/laureate/165,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Henri_Moissan_HiRes.jpg/220px-Henri_Moissan_HiRes.jpg,faces/Q102804.jpg,54,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1906,Peace,Theodore Roosevelt,male,1858-10-27,,"New York, NY",USA,"for his role in bringing to an end the bloody war recently waged between two of the world's great powers, Japan and Russia",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1906,http://masterdataapi.nobelprize.org/2/laureate/470,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Theodore_Roosevelt_by_the_Pach_Bros.jpg/220px-Theodore_Roosevelt_by_the_Pach_Bros.jpg,faces/Q33866.jpg,48,,,North America,0.0,0.0,0.0,0.0,38.51,-100.3,38.51,-100.3
1906,Medicine,Santiago Ramón y Cajal,male,1852-05-01,"Madrid University, Madrid, Spain",Petilla de Aragón,Spain,in recognition of their work on the structure of the nervous system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1906,http://masterdataapi.nobelprize.org/2/laureate/299,https://static.vecteezy.com/system/resources/thumbnails/009/292/244/small/default-avatar-icon-of-social-media-user-vector.jpg,faces/default.jpg,54,Spain,Europe,Europe,40.37,-3.14,48.55,5.72,40.37,-3.14,48.55,5.72
1906,Medicine,Camillo Golgi,male,1843-07-07,"Pavia University, Pavia, Italy",Corteno,Italy,in recognition of their work on the structure of the nervous system,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1906,http://masterdataapi.nobelprize.org/2/laureate/298,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Camillo_Golgi_nobel.jpg/220px-Camillo_Golgi_nobel.jpg,faces/Q150630.jpg,63,Italy,Europe,Europe,42.41,12.74,48.55,5.72,42.41,12.74,48.55,5.72
1906,Physics,J.J. Thomson,male,1856-12-18,"University of Cambridge, Cambridge, United Kingdom",Cheetham Hill,United Kingdom,in recognition of the great merits of his theoretical and experimental investigations on the conduction of electricity by gases,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1906,http://masterdataapi.nobelprize.org/2/laureate/10,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/J.J._Thomson_LCCN2014715407.jpg/220px-J.J._Thomson_LCCN2014715407.jpg,faces/Q47285.jpg,50,United Kingdom,Europe,Europe,52.94,-1.23,48.55,5.72,52.94,-1.23,48.55,5.72
1907,Peace,Ernesto Teodoro Moneta,male,1833-09-20,,Milan,Italy,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1907,http://masterdataapi.nobelprize.org/2/laureate/471,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Ernesto_Teodoro_Moneta.jpg/220px-Ernesto_Teodoro_Moneta.jpg,faces/Q12086.jpg,74,,,Europe,0.0,0.0,0.0,0.0,42.41,12.74,48.55,5.72
1907,Physics,Albert A. Michelson,male,1852-12-19,"University of Chicago, Chicago, IL, USA",Strzelno,Poland,for his optical precision instruments and the spectroscopic and metrological investigations carried out with their aid,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1907,http://masterdataapi.nobelprize.org/2/laureate/11,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Albert_Abraham_Michelson2.jpg/220px-Albert_Abraham_Michelson2.jpg,faces/Q127234.jpg,55,USA,North America,Poland,38.51,-100.3,38.51,-100.3,0.0,0.0,0.0,0.0
1907,Peace,Louis Renault,male,1843-05-21,"Sorbonne University, Paris, France",Autun,France,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1907,http://masterdataapi.nobelprize.org/2/laureate/472,https://upload.wikimedia.org/wikipedia/commons/5/5e/LouisRenault.jpg,faces/Q230814.jpg,64,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1907,Literature,Rudyard Kipling,male,1865-12-30,,Bombay,India,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1907,http://masterdataapi.nobelprize.org/2/laureate/577,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Kipling_nd.jpg/220px-Kipling_nd.jpg,faces/Q34743.jpg,42,,,India,0.0,0.0,0.0,0.0,20.6,78.66,20.6,78.66
1907,Chemistry,Eduard Buchner,male,1860-05-20,"Landwirtschaftliche Hochschule (Agricultural College), Berlin, Germany",Munich,Germany,for his biochemical researches and his discovery of cell-free fermentation,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1907,http://masterdataapi.nobelprize.org/2/laureate/166,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Eduardbuchner.jpg/220px-Eduardbuchner.jpg,faces/Q43917.jpg,47,Germany,Europe,Europe,51.42,10.6,48.55,5.72,51.42,10.6,48.55,5.72
1907,Medicine,Alphonse Laveran,male,1845-06-18,"Institut Pasteur, Paris, France",Paris,France,in recognition of his work on the role played by protozoa in causing diseases,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1907,http://masterdataapi.nobelprize.org/2/laureate/300,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Charles_Laveran_nobel.jpg/220px-Charles_Laveran_nobel.jpg,faces/Q189006.jpg,62,France,Europe,Europe,46.97,2.7,48.55,5.72,46.97,2.7,48.55,5.72
1908,Chemistry,Ernest Rutherford,male,1871-08-30,"Victoria University, Manchester, United Kingdom",Nelson,New Zealand,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",https://masterdataapi.nobelprize.org/2/nobelPrize/che/1908,http://masterdataapi.nobelprize.org/2/laureate/167,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Ernest_Rutherford_LOC.jpg/220px-Ernest_Rutherford_LOC.jpg,faces/Q9123.jpg,37,United Kingdom,Europe,New Zealand,52.94,-1.23,48.55,5.72,0.0,0.0,0.0,0.0
1908,Peace,Fredrik Bajer,male,1837-04-21,,Næstved,Denmark,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908,http://masterdataapi.nobelprize.org/2/laureate/474,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Frederik_Bajer_by_E._M%C3%B8ller.jpg/220px-Frederik_Bajer_by_E._M%C3%B8ller.jpg,faces/Q191016.jpg,71,,,Europe,0.0,0.0,0.0,0.0,56.31,9.69,48.55,5.72
1908,Medicine,Ilya Mechnikov,male,1845-05-15,"Institut Pasteur, Paris, France",Kharkiv,Ukraine,in recognition of their work on immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1908,http://masterdataapi.nobelprize.org/2/laureate/301,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ilya_Mechnikov_nobel.jpg/220px-Ilya_Mechnikov_nobel.jpg,faces/Q172254.jpg,63,France,Europe,Ukraine,46.97,2.7,48.55,5.72,0.0,0.0,0.0,0.0
1908,Medicine,Paul Ehrlich,male,1854-03-14,"Goettingen University, Göttingen, Germany",Strzelin,Poland,in recognition of their work on immunity,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1908,http://masterdataapi.nobelprize.org/2/laureate/302,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Paul_Ehrlich_3.jpg/220px-Paul_Ehrlich_3.jpg,faces/Q57089.jpg,54,Germany,Europe,Poland,51.42,10.6,48.55,5.72,0.0,0.0,0.0,0.0
1908,Literature,Rudolf Eucken,male,1846-01-05,,Aurich,Germany,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1908,http://masterdataapi.nobelprize.org/2/laureate/578,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Rudolf_Christoph_Eucken.jpg/220px-Rudolf_Christoph_Eucken.jpg,faces/Q47695.jpg,62,,,Europe,0.0,0.0,0.0,0.0,51.42,10.6,48.55,5.72
1908,Physics,Gabriel Lippmann,male,1845-08-16,"Sorbonne University, Paris, France",Hollerich,Luxembourg,for his method of reproducing colours photographically based on the phenomenon of interference,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1908,http://masterdataapi.nobelprize.org/2/laureate/12,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Gabriel_Lippmann2.jpg/220px-Gabriel_Lippmann2.jpg,faces/Q133232.jpg,63,France,Europe,Luxembourg,46.97,2.7,48.55,5.72,0.0,0.0,0.0,0.0
1908,Peace,Klas Pontus Arnoldson,male,1844-10-27,,Gothenburg,Sweden,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1908,http://masterdataapi.nobelprize.org/2/laureate/473,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/KParnoldson.jpg/220px-KParnoldson.jpg,faces/Q192618.jpg,64,,,Europe,0.0,0.0,0.0,0.0,60.8,15.21,48.55,5.72
1909,Medicine,Theodor Kocher,male,1841-08-25,"Berne University, Bern, Switzerland",Bern,Switzerland,"for his work on the physiology, pathology and surgery of the thyroid gland",https://masterdataapi.nobelprize.org/2/nobelPrize/med/1909,http://masterdataapi.nobelprize.org/2/laureate/303,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Emil_Theodor_Kocher.jpg/220px-Emil_Theodor_Kocher.jpg,faces/Q115478.jpg,68,Switzerland,Europe,Europe,47.0,8.43,48.55,5.72,47.0,8.43,48.55,5.72
1909,Peace,Paul Henri d'Estournelles de Constant,male,1852-11-22,,La Flèche,France,for their prominent position in the international movement for peace and arbitration,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1909,http://masterdataapi.nobelprize.org/2/laureate/476,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Paul_Balluet_nobel.jpg/220px-Paul_Balluet_nobel.jpg,faces/Q238731.jpg,57,,,Europe,0.0,0.0,0.0,0.0,46.97,2.7,48.55,5.72
