month,year,temp
6,1993_max,31.0
6,1993_min,12.0
6,1993_max,26.0
6,1993_min,15.0
6,1993_max,31.0
6,1993_min,10.0
6,1993_max,28.0
6,1993_min,16.0
6,1993_max,30.0
6,1993_min,13.0
6,1993_max,21.0
6,1993_min,14.0
6,1993_max,28.0
7,1993_min,15.0
7,1993_max,29.0
7,1993_min,16.0
7,1993_max,29.0
7,1993_min,17.0
7,1993_max,30.0
7,1993_min,14.0
7,1993_max,32.0
7,1993_min,16.0
7,1993_max,31.0
7,1993_min,19.0
7,1993_max,30.0
7,1993_min,16.0
7,1993_max,31.0
7,1993_min,10.0
7,1993_max,27.0
7,1993_min,17.0
7,1993_max,28.0
7,1993_min,15.0
7,1993_max,25.0
7,1993_min,12.0
7,1993_max,23.0
7,1993_min,11.0
7,1993_max,25.0
7,1993_min,8.0
7,1993_max,27.0
7,1993_min,10.0
7,1993_max,25.0
7,1993_min,14.0
7,1993_max,26.0
7,1993_min,17.0
7,1993_max,31.0
7,1993_min,16.0
7,1993_max,30.0
7,1993_min,20.0
7,1993_max,30.0
7,1993_min,17.0
7,1993_max,26.0
7,1993_min,15.0
7,1993_max,24.0
7,1993_min,14.0
7,1993_max,28.0
7,1993_min,13.0
7,1993_max,30.0
7,1993_min,9.0
7,1993_max,30.0
7,1993_min,11.0
7,1993_max,28.0
7,1993_min,15.0
7,1993_max,27.0
7,1993_min,14.0
7,1993_max,31.0
7,1993_min,14.0
7,1993_max,26.0
7,1993_min,16.0
7,1993_max,31.0
7,1993_min,17.0
7,1993_max,32.0
7,1993_min,18.0
7,1993_max,32.0
7,1993_min,16.0
7,1993_max,32.0
8,1993_min,13.0
8,1993_max,32.0
8,1993_min,17.0
8,1993_max,32.0
8,1993_min,16.0
8,1993_max,35.0
8,1993_min,17.0
8,1993_max,34.0
8,1993_min,20.0
8,1993_max,33.0
8,1993_min,17.0
8,1993_max,32.0
8,1993_min,16.0
8,1993_max,31.0
8,1993_min,17.0
8,1993_max,31.0
8,1993_min,14.0
8,1993_max,31.0
8,1993_min,12.0
8,1993_max,28.0
8,1993_min,14.0
8,1993_max,31.0
8,1993_min,17.0
8,1993_max,29.0
8,1993_min,14.0
8,1993_max,33.0
8,1993_min,15.0
8,1993_max,33.0
8,1993_min,14.0
8,1993_max,33.0
8,1993_min,17.0
8,1993_max,35.0
8,1993_min,16.0
8,1993_max,37.0
8,1993_min,16.0
8,1993_max,33.0
8,1993_min,16.0
8,1993_max,31.0
8,1993_min,17.0
8,1993_max,36.0
8,1993_min,16.0
8,1993_max,32.0
8,1993_min,17.0
8,1993_max,32.0
8,1993_min,18.0
8,1993_max,32.0
8,1993_min,18.0
8,1993_max,29.0
8,1993_min,17.0
8,1993_max,30.0
8,1993_min,16.0
8,1993_max,27.0
8,1993_min,17.0
8,1993_max,20.0
8,1993_min,15.0
8,1993_max,27.0
8,1993_min,8.0
8,1993_max,28.0
8,1993_min,7.0
8,1993_max,23.0
8,1993_min,12.0
8,1993_max,30.0
9,1993_min,9.0
9,1993_max,28.0
9,1993_min,9.0
9,1993_max,25.0
9,1993_min,11.0
9,1993_max,22.0
9,1993_min,8.0
9,1993_max,17.0
9,1993_min,6.0
9,1993_max,26.0
9,1993_min,7.0
9,1993_max,22.0
9,1993_min,10.0
9,1993_max,23.0
9,1993_min,14.0
9,1993_max,17.0
9,1993_min,15.0
9,1993_max,19.0
9,1993_min,13.0
9,1993_max,26.0
9,1993_min,11.0
9,1993_max,24.0
9,1993_min,12.0
9,1993_max,26.0
9,1993_min,13.0
9,1993_max,19.0
9,1993_min,10.0
9,1993_max,23.0
9,1993_min,7.0
9,1993_max,23.0
9,1993_min,10.0
9,1993_max,24.0
9,1993_min,11.0
9,1993_max,24.0
9,1993_min,14.0
9,1993_max,27.0
9,1993_min,14.0
9,1993_max,27.0
9,1993_min,14.0
9,1993_max,28.0
9,1993_min,15.0
9,1993_max,29.0
9,1993_min,14.0
9,1993_max,27.0
9,1993_min,15.0
9,1993_max,28.0
9,1993_min,14.0
9,1993_max,18.0
9,1993_min,14.0
9,1993_max,17.0
9,1993_min,11.0
9,1993_max,16.0
9,1993_min,9.0
9,1993_max,18.0
9,1993_min,9.0
9,1993_max,14.0
9,1993_min,7.0
9,1993_max,20.0
9,1993_min,6.0
9,1993_max,19.0
10,1993_min,11.0
10,1993_max,16.0
10,1993_min,9.0
10,1993_max,12.0
10,1993_min,9.0
10,1993_max,18.0
10,1993_min,6.0
10,1993_max,19.0
10,1993_min,4.0
10,1993_max,17.0
10,1993_min,12.0
10,1993_max,17.0
10,1993_min,9.0
10,1993_max,17.0
10,1993_min,11.0
10,1993_max,12.0
10,1993_min,10.0
10,1993_max,17.0
10,1993_min,9.0
10,1993_max,13.0
10,1993_min,11.0
10,1993_max,14.0
10,1993_min,12.0
10,1993_max,19.0
10,1993_min,14.0
10,1993_max,21.0
10,1993_min,13.0
10,1993_max,19.0
10,1993_min,7.0
10,1993_max,17.0
10,1993_min,4.0
10,1993_max,16.0
10,1993_min,10.0
10,1993_max,12.0
10,1993_min,10.0
10,1993_max,14.0
10,1993_min,11.0
10,1993_max,14.0
10,1993_min,10.0
10,1993_max,17.0
10,1993_min,7.0
10,1993_max,15.0
10,1993_min,5.0
10,1993_max,8.0
10,1993_min,5.0
10,1993_max,13.0
10,1993_min,7.0
10,1993_max,12.0
10,1993_min,7.0
10,1993_max,12.0
10,1993_min,3.0
10,1993_max,10.0
10,1993_min,2.0
10,1993_max,10.0
10,1993_min,0.0
10,1993_max,7.0
10,1993_min,-1.0
10,1993_max,10.0
10,1993_min,0.0
10,1993_max,6.0
10,1993_min,1.0
10,1993_max,8.0
11,1993_min,4.0
11,1993_max,10.0
11,1993_min,8.0
11,1993_max,12.0
11,1993_min,7.0
11,1993_max,15.0
11,1993_min,6.0
11,1993_max,14.0
11,1993_min,9.0
11,1993_max,12.0
11,1993_min,9.0
11,1993_max,15.0
11,1993_min,9.0
11,1993_max,16.0
11,1993_min,4.0
11,1993_max,14.0
11,1993_min,5.0
11,1993_max,12.0
11,1993_min,6.0
11,1993_max,13.0
11,1993_min,5.0
11,1993_max,13.0
11,1993_min,7.0
11,1993_max,10.0
11,1993_min,3.0
11,1993_max,11.0
11,1993_min,2.0
11,1993_max,9.0
11,1993_min,3.0
11,1993_max,13.0
11,1993_min,2.0
11,1993_max,11.0
11,1993_min,-3.0
11,1993_max,5.0
11,1993_min,-4.0
11,1993_max,5.0
11,1993_min,-4.0
11,1993_max,4.0
11,1993_min,-7.0
11,1993_max,2.0
11,1993_min,-2.0
11,1993_max,1.0
11,1993_min,-5.0
11,1993_max,3.0
11,1993_min,-5.0
11,1993_max,2.0
11,1993_min,-2.0
11,1993_max,6.0
11,1993_min,-2.0
11,1993_max,5.0
11,1993_min,-1.0
11,1993_max,7.0
11,1993_min,-3.0
11,1993_max,5.0
11,1993_min,-3.0
11,1993_max,2.0
11,1993_min,-5.0
11,1993_max,3.0
11,1993_min,-6.0
11,1993_max,4.0
12,1993_min,-3.0
12,1993_max,4.0
12,1993_min,-2.0
12,1993_max,4.0
12,1993_min,-1.0
12,1993_max,7.0
12,1993_min,-2.0
12,1993_max,3.0
12,1993_min,-2.0
12,1993_max,7.0
12,1993_min,-3.0
12,1993_max,7.0
12,1993_min,-3.0
12,1993_max,2.0
12,1993_min,-1.0
12,1993_max,3.0
12,1993_min,0.0
12,1993_max,6.0
12,1993_min,-2.0
12,1993_max,2.0
12,1993_min,0.0
12,1993_max,6.0
12,1993_min,-4.0
12,1993_max,6.0
12,1993_min,-5.0
12,1993_max,4.0
12,1993_min,0.0
12,1993_max,1.0
12,1993_min,0.0
12,1993_max,4.0
12,1993_min,-2.0
12,1993_max,7.0
12,1993_min,-1.0
12,1993_max,7.0
12,1993_min,-2.0
12,1993_max,3.0
12,1993_min,-3.0
12,1993_max,4.0
12,1993_min,-2.0
12,1993_max,5.0
12,1993_min,-1.0
12,1993_max,7.0
12,1993_min,-4.0
12,1993_max,10.0
12,1993_min,-6.0
12,1993_max,1.0
12,1993_min,-5.0
12,1993_max,4.0
12,1993_min,-7.0
12,1993_max,4.0
12,1993_min,-6.0
12,1993_max,6.0
12,1993_min,-3.0
12,1993_max,6.0
12,1993_min,-11.0
12,1993_max,-1.0
12,1993_min,-9.0
12,1993_max,-2.0
12,1993_min,-8.0
12,1993_max,-1.0
12,1993_min,-9.0
12,1993_max,0.0
1,1997_min,-3.0
1,1997_max,1.0
1,1997_min,-3.0
1,1997_max,2.0
1,1997_min,0.0
1,1997_max,3.0
1,1997_min,1.0
1,1997_max,3.0
1,1997_min,0.0
1,1997_max,2.0
1,1997_min,0.0
1,1997_max,4.0
1,1997_min,-1.0
1,1997_max,4.0
1,1997_min,-3.0
1,1997_max,2.0
1,1997_min,-1.0
1,1997_max,2.0
1,1997_min,-2.0
1,1997_max,4.0
1,1997_min,0.0
1,1997_max,8.0
1,1997_min,0.0
1,1997_max,5.0
1,1997_min,-2.0
1,1997_max,5.0
1,1997_min,-2.0
1,1997_max,4.0
1,1997_min,-2.0
1,1997_max,5.0
1,1997_min,-1.0
1,1997_max,5.0
1,1997_min,-4.0
1,1997_max,3.0
1,1997_min,-5.0
1,1997_max,1.0
1,1997_min,-6.0
1,1997_max,1.0
1,1997_min,0.0
1,1997_max,2.0
1,1997_min,1.0
1,1997_max,5.0
1,1997_min,1.0
1,1997_max,7.0
1,1997_min,0.0
1,1997_max,7.0
1,1997_min,-1.0
1,1997_max,7.0
1,1997_min,-1.0
1,1997_max,5.0
1,1997_min,-1.0
1,1997_max,6.0
1,1997_min,-2.0
1,1997_max,5.0
1,1997_min,-2.0
1,1997_max,5.0
1,1997_min,-3.0
1,1997_max,3.0
1,1997_min,-4.0
1,1997_max,5.0
1,1997_min,-4.0
1,1997_max,6.0
2,1997_min,-4.0
2,1997_max,6.0
2,1997_min,-7.0
2,1997_max,6.0
2,1997_min,-6.0
2,1997_max,1.0
2,1997_min,-6.0
2,1997_max,4.0
2,1997_min,0.0
2,1997_max,4.0
2,1997_min,-3.0
2,1997_max,11.0
2,1997_min,-4.0
2,1997_max,3.0
2,1997_min,-3.0
2,1997_max,5.0
2,1997_min,-4.0
2,1997_max,6.0
2,1997_min,-2.0
2,1997_max,10.0
2,1997_min,-3.0
2,1997_max,9.0
2,1997_min,1.0
2,1997_max,7.0
2,1997_min,3.0
2,1997_max,10.0
2,1997_min,1.0
2,1997_max,8.0
2,1997_min,0.0
2,1997_max,11.0
2,1997_min,-1.0
2,1997_max,9.0
2,1997_min,-3.0
2,1997_max,5.0
2,1997_min,-5.0
2,1997_max,6.0
2,1997_min,-1.0
2,1997_max,10.0
2,1997_min,-1.0
2,1997_max,9.0
2,1997_min,-3.0
2,1997_max,8.0
2,1997_min,-2.0
2,1997_max,9.0
2,1997_min,-2.0
2,1997_max,13.0
2,1997_min,3.0
2,1997_max,7.0
2,1997_min,4.0
2,1997_max,8.0
2,1997_min,5.0
2,1997_max,14.0
2,1997_min,5.0
2,1997_max,13.0
2,1997_min,0.0
2,1997_max,13.0
3,1997_min,-1.0
3,1997_max,13.0
3,1997_min,2.0
3,1997_max,12.0
3,1997_min,2.0
3,1997_max,17.0
3,1997_min,4.0
3,1997_max,17.0
3,1997_min,7.0
3,1997_max,18.0
3,1997_min,8.0
3,1997_max,16.0
3,1997_min,3.0
3,1997_max,15.0
3,1997_min,0.0
3,1997_max,16.0
3,1997_min,-1.0
3,1997_max,16.0
3,1997_min,2.0
3,1997_max,18.0
3,1997_min,-1.0
3,1997_max,17.0
3,1997_min,0.0
3,1997_max,20.0
3,1997_min,2.0
3,1997_max,21.0
3,1997_min,6.0
3,1997_max,21.0
3,1997_min,4.0
3,1997_max,22.0
3,1997_min,3.0
3,1997_max,23.0
3,1997_min,3.0
3,1997_max,25.0
3,1997_min,5.0
3,1997_max,18.0
3,1997_min,6.0
3,1997_max,18.0
3,1997_min,0.0
3,1997_max,20.0
3,1997_min,2.0
3,1997_max,15.0
3,1997_min,-2.0
3,1997_max,18.0
3,1997_min,0.0
3,1997_max,13.0
3,1997_min,6.0
3,1997_max,19.0
3,1997_min,3.0
3,1997_max,15.0
3,1997_min,3.0
3,1997_max,21.0
3,1997_min,3.0
3,1997_max,19.0
3,1997_min,3.0
3,1997_max,19.0
3,1997_min,2.0
3,1997_max,14.0
3,1997_min,2.0
3,1997_max,15.0
3,1997_min,0.0
3,1997_max,23.0
4,1997_min,6.0
4,1997_max,24.0
4,1997_min,2.0
4,1997_max,22.0
4,1997_min,4.0
4,1997_max,26.0
4,1997_min,8.0
4,1997_max,20.0
4,1997_min,2.0
4,1997_max,18.0
4,1997_min,2.0
4,1997_max,20.0
4,1997_min,4.0
4,1997_max,19.0
4,1997_min,4.0
4,1997_max,15.0
4,1997_min,-1.0
4,1997_max,18.0
4,1997_min,4.0
4,1997_max,26.0
4,1997_min,3.0
4,1997_max,22.0
4,1997_min,8.0
4,1997_max,19.0
4,1997_min,2.0
4,1997_max,22.0
4,1997_min,2.0
4,1997_max,18.0
4,1997_min,2.0
4,1997_max,19.0
4,1997_min,0.0
4,1997_max,14.0
4,1997_min,-1.0
4,1997_max,18.0
4,1997_min,-1.0
4,1997_max,19.0
4,1997_min,0.0
4,1997_max,19.0
4,1997_min,6.0
4,1997_max,14.0
4,1997_min,4.0
4,1997_max,20.0
4,1997_min,3.0
4,1997_max,16.0
4,1997_min,2.0
4,1997_max,22.0
4,1997_min,1.0
4,1997_max,20.0
4,1997_min,2.0
4,1997_max,22.0
4,1997_min,8.0
4,1997_max,21.0
4,1997_min,9.0
4,1997_max,14.0
4,1997_min,7.0
4,1997_max,22.0
4,1997_min,9.0
4,1997_max,21.0
4,1997_min,7.0
4,1997_max,24.0
5,1997_min,8.0
5,1997_max,25.0
5,1997_min,8.0
5,1997_max,25.0
5,1997_min,8.0
5,1997_max,28.0
5,1997_min,8.0
5,1997_max,25.0
5,1997_min,14.0
5,1997_max,19.0
5,1997_min,8.0
5,1997_max,15.0
5,1997_min,7.0
5,1997_max,18.0
5,1997_min,6.0
5,1997_max,16.0
5,1997_min,5.0
5,1997_max,19.0
5,1997_min,9.0
5,1997_max,20.0
5,1997_min,10.0
5,1997_max,23.0
5,1997_min,12.0
5,1997_max,19.0
5,1997_min,11.0
5,1997_max,24.0
5,1997_min,11.0
5,1997_max,32.0
5,1997_min,12.0
5,1997_max,31.0
5,1997_min,13.0
5,1997_max,29.0
5,1997_min,13.0
5,1997_max,29.0
5,1997_min,11.0
5,1997_max,27.0
5,1997_min,10.0
5,1997_max,27.0
5,1997_min,11.0
5,1997_max,26.0
5,1997_min,11.0
5,1997_max,26.0
5,1997_min,11.0
5,1997_max,26.0
5,1997_min,8.0
5,1997_max,24.0
5,1997_min,11.0
5,1997_max,26.0
5,1997_min,12.0
5,1997_max,17.0
5,1997_min,13.0
5,1997_max,24.0
5,1997_min,15.0
5,1997_max,25.0
5,1997_min,14.0
5,1997_max,25.0
5,1997_min,5.0
5,1997_max,25.0
5,1997_min,6.0
5,1997_max,30.0
5,1997_min,7.0
5,1997_max,24.0
6,1997_min,9.0
6,1997_max,16.0
6,1997_min,9.0
6,1997_max,21.0
6,1997_min,8.0
6,1997_max,25.0
6,1997_min,13.0
6,1997_max,25.0
6,1997_min,14.0
6,1997_max,21.0
6,1997_min,13.0
6,1997_max,27.0
6,1997_min,15.0
6,1997_max,29.0
6,1997_min,18.0
6,1997_max,27.0
6,1997_min,16.0
6,1997_max,30.0
6,1997_min,18.0
6,1997_max,30.0
6,1997_min,18.0
6,1997_max,29.0
6,1997_min,17.0
6,1997_max,32.0
6,1997_min,17.0
6,1997_max,29.0
6,1997_min,16.0
6,1997_max,25.0
6,1997_min,16.0
6,1997_max,30.0
6,1997_min,15.0
6,1997_max,30.0
6,1997_min,17.0
6,1997_max,30.0
6,1997_min,16.0
6,1997_max,25.0
6,1997_min,14.0
6,1997_max,19.0
6,1997_min,13.0
6,1997_max,28.0
6,1997_min,14.0
6,1997_max,26.0
6,1997_min,13.0
6,1997_max,22.0
6,1997_min,11.0
6,1997_max,27.0
6,1997_min,10.0
6,1997_max,27.0
6,1997_min,8.0
6,1997_max,23.0
6,1997_min,13.0
6,1997_max,18.0
6,1997_min,12.0
6,1997_max,14.0
6,1997_min,13.0
6,1997_max,27.0
6,1997_min,14.0
6,1997_max,26.0
6,1997_min,11.0
6,1997_max,24.0
7,1997_min,9.0
7,1997_max,24.0
7,1997_min,13.0
7,1997_max,26.0
7,1997_min,16.0
7,1997_max,26.0
7,1997_min,12.0
7,1997_max,28.0
7,1997_min,15.0
7,1997_max,22.0
7,1997_min,14.0
7,1997_max,28.0
7,1997_min,12.0
7,1997_max,24.0
7,1997_min,14.0
7,1997_max,31.0
7,1997_min,14.0
7,1997_max,29.0
7,1997_min,16.0
7,1997_max,26.0
7,1997_min,16.0
7,1997_max,30.0
7,1997_min,14.0
7,1997_max,29.0
7,1997_min,14.0
7,1997_max,31.0
7,1997_min,18.0
7,1997_max,29.0
7,1997_min,16.0
7,1997_max,33.0
7,1997_min,16.0
7,1997_max,29.0
7,1997_min,18.0
7,1997_max,28.0
7,1997_min,12.0
7,1997_max,24.0
7,1997_min,12.0
7,1997_max,30.0
7,1997_min,12.0
7,1997_max,30.0
7,1997_min,10.0
7,1997_max,30.0
7,1997_min,11.0
7,1997_max,29.0
7,1997_min,15.0
7,1997_max,30.0
7,1997_min,18.0
7,1997_max,27.0
7,1997_min,18.0
7,1997_max,32.0
7,1997_min,18.0
7,1997_max,33.0
7,1997_min,14.0
7,1997_max,30.0
7,1997_min,15.0
7,1997_max,31.0
7,1997_min,13.0
7,1997_max,27.0
7,1997_min,12.0
7,1997_max,31.0
7,1997_min,13.0
7,1997_max,30.0
8,1997_min,15.0
8,1997_max,26.0
8,1997_min,10.0
8,1997_max,29.0
8,1997_min,13.0
8,1997_max,30.0
8,1997_min,16.0
8,1997_max,32.0
8,1997_min,18.0
8,1997_max,32.0
8,1997_min,17.0
8,1997_max,32.0
8,1997_min,19.0
8,1997_max,27.0
8,1997_min,17.0
8,1997_max,30.0
8,1997_min,15.0
8,1997_max,35.0
8,1997_min,17.0
8,1997_max,31.0
8,1997_min,17.0
8,1997_max,29.0
8,1997_min,17.0
8,1997_max,31.0
8,1997_min,18.0
8,1997_max,31.0
8,1997_min,15.0
8,1997_max,33.0
8,1997_min,17.0
8,1997_max,33.0
8,1997_min,16.0
8,1997_max,31.0
8,1997_min,17.0
8,1997_max,20.0
8,1997_min,16.0
8,1997_max,28.0
8,1997_min,15.0
8,1997_max,29.0
8,1997_min,16.0
8,1997_max,30.0
8,1997_min,14.0
8,1997_max,28.0
8,1997_min,13.0
8,1997_max,30.0
8,1997_min,14.0
8,1997_max,30.0
8,1997_min,16.0
8,1997_max,30.0
8,1997_min,15.0
8,1997_max,31.0
8,1997_min,17.0
8,1997_max,30.0
8,1997_min,18.0
8,1997_max,30.0
8,1997_min,18.0
8,1997_max,26.0
8,1997_min,13.0
8,1997_max,28.0
8,1997_min,12.0
8,1997_max,25.0
8,1997_min,10.0
8,1997_max,32.0
9,1997_min,13.0
9,1997_max,31.0
9,1997_min,17.0
9,1997_max,32.0
9,1997_min,15.0
9,1997_max,31.0
9,1997_min,14.0
9,1997_max,31.0
9,1997_min,16.0
9,1997_max,31.0
9,1997_min,16.0
9,1997_max,31.0
9,1997_min,17.0
9,1997_max,26.0
9,1997_min,15.0
9,1997_max,30.0
9,1997_min,16.0
9,1997_max,32.0
9,1997_min,14.0
9,1997_max,33.0
9,1997_min,13.0
9,1997_max,26.0
9,1997_min,16.0
9,1997_max,28.0
9,1997_min,16.0
9,1997_max,23.0
9,1997_min,12.0
9,1997_max,28.0
9,1997_min,7.0
9,1997_max,26.0
9,1997_min,8.0
9,1997_max,27.0
9,1997_min,8.0
9,1997_max,28.0
9,1997_min,10.0
9,1997_max,29.0
9,1997_min,10.0
9,1997_max,29.0
9,1997_min,10.0
9,1997_max,26.0
