month,year,temp
9,1997_min,15.0
9,1997_max,23.0
9,1997_min,11.0
9,1997_max,26.0
9,1997_min,9.0
9,1997_max,26.0
9,1997_min,10.0
9,1997_max,28.0
9,1997_min,8.0
9,1997_max,24.0
9,1997_min,8.0
9,1997_max,21.0
9,1997_min,7.0
9,1997_max,25.0
9,1997_min,6.0
9,1997_max,23.0
9,1997_min,12.0
9,1997_max,25.0
9,1997_min,9.0
9,1997_max,25.0
10,1997_min,8.0
10,1997_max,23.0
10,1997_min,11.0
10,1997_max,26.0
10,1997_min,12.0
10,1997_max,24.0
10,1997_min,9.0
10,1997_max,22.0
10,1997_min,7.0
10,1997_max,21.0
10,1997_min,12.0
10,1997_max,21.0
10,1997_min,15.0
10,1997_max,21.0
10,1997_min,16.0
10,1997_max,24.0
10,1997_min,12.0
10,1997_max,23.0
10,1997_min,15.0
10,1997_max,21.0
10,1997_min,7.0
10,1997_max,21.0
10,1997_min,8.0
10,1997_max,19.0
10,1997_min,7.0
10,1997_max,18.0
10,1997_min,6.0
10,1997_max,15.0
10,1997_min,-1.0
10,1997_max,14.0
10,1997_min,1.0
10,1997_max,12.0
10,1997_min,0.0
10,1997_max,15.0
10,1997_min,2.0
10,1997_max,13.0
10,1997_min,2.0
10,1997_max,12.0
10,1997_min,3.0
10,1997_max,18.0
10,1997_min,9.0
10,1997_max,17.0
10,1997_min,10.0
10,1997_max,15.0
10,1997_min,9.0
10,1997_max,15.0
10,1997_min,7.0
10,1997_max,18.0
10,1997_min,-1.0
10,1997_max,12.0
10,1997_min,-2.0
10,1997_max,9.0
10,1997_min,0.0
10,1997_max,12.0
10,1997_min,-4.0
10,1997_max,8.0
10,1997_min,-5.0
10,1997_max,4.0
10,1997_min,-5.0
10,1997_max,8.0
10,1997_min,1.0
10,1997_max,11.0
11,1997_min,-2.0
11,1997_max,9.0
11,1997_min,0.0
11,1997_max,8.0
11,1997_min,0.0
11,1997_max,9.0
11,1997_min,-2.0
11,1997_max,12.0
11,1997_min,6.0
11,1997_max,10.0
11,1997_min,7.0
11,1997_max,10.0
11,1997_min,9.0
11,1997_max,16.0
11,1997_min,7.0
11,1997_max,14.0
11,1997_min,5.0
11,1997_max,11.0
11,1997_min,5.0
11,1997_max,11.0
11,1997_min,7.0
11,1997_max,12.0
11,1997_min,5.0
11,1997_max,8.0
11,1997_min,3.0
11,1997_max,13.0
11,1997_min,-2.0
11,1997_max,11.0
11,1997_min,-2.0
11,1997_max,7.0
11,1997_min,-2.0
11,1997_max,6.0
11,1997_min,-3.0
11,1997_max,7.0
11,1997_min,-3.0
11,1997_max,4.0
11,1997_min,-1.0
11,1997_max,6.0
11,1997_min,-2.0
11,1997_max,6.0
11,1997_min,-2.0
11,1997_max,7.0
11,1997_min,-1.0
11,1997_max,7.0
11,1997_min,1.0
11,1997_max,8.0
11,1997_min,0.0
11,1997_max,8.0
11,1997_min,3.0
11,1997_max,7.0
11,1997_min,-1.0
11,1997_max,9.0
11,1997_min,-1.0
11,1997_max,8.0
11,1997_min,4.0
11,1997_max,8.0
11,1997_min,5.0
11,1997_max,8.0
11,1997_min,6.0
11,1997_max,11.0
12,1997_min,2.0
12,1997_max,13.0
12,1997_min,-1.0
12,1997_max,7.0
12,1997_min,4.0
12,1997_max,8.0
12,1997_min,-2.0
12,1997_max,8.0
12,1997_min,-2.0
12,1997_max,2.0
12,1997_min,-6.0
12,1997_max,2.0
12,1997_min,-7.0
12,1997_max,0.0
12,1997_min,-5.0
12,1997_max,3.0
12,1997_min,-4.0
12,1997_max,3.0
12,1997_min,-2.0
12,1997_max,4.0
12,1997_min,-3.0
12,1997_max,4.0
12,1997_min,-1.0
12,1997_max,9.0
12,1997_min,-2.0
12,1997_max,11.0
12,1997_min,-2.0
12,1997_max,7.0
12,1997_min,-2.0
12,1997_max,6.0
12,1997_min,-1.0
12,1997_max,2.0
12,1997_min,-3.0
12,1997_max,2.0
12,1997_min,0.0
12,1997_max,1.0
12,1997_min,0.0
12,1997_max,4.0
12,1997_min,3.0
12,1997_max,5.0
12,1997_min,3.0
12,1997_max,8.0
12,1997_min,5.0
12,1997_max,9.0
12,1997_min,4.0
12,1997_max,8.0
12,1997_min,0.0
12,1997_max,7.0
12,1997_min,1.0
12,1997_max,4.0
12,1997_min,3.0
12,1997_max,4.0
12,1997_min,0.0
12,1997_max,8.0
12,1997_min,-1.0
12,1997_max,4.0
12,1997_min,-2.0
12,1997_max,4.0
12,1997_min,-4.0
12,1997_max,3.0
12,1997_min,-5.0
12,1997_max,3.0
1,2001_min,-4.0
1,2001_max,1.0
1,2001_min,-3.0
1,2001_max,1.0
1,2001_min,-4.0
1,2001_max,3.0
1,2001_min,0.0
1,2001_max,2.0
1,2001_min,-2.0
1,2001_max,4.0
1,2001_min,0.0
1,2001_max,2.0
1,2001_min,1.0
1,2001_max,3.0
1,2001_min,2.0
1,2001_max,8.0
1,2001_min,2.0
1,2001_max,8.0
1,2001_min,1.0
1,2001_max,3.0
1,2001_min,2.0
1,2001_max,5.0
1,2001_min,0.0
1,2001_max,6.0
1,2001_min,0.0
1,2001_max,6.0
1,2001_min,-4.0
1,2001_max,4.0
1,2001_min,-7.0
1,2001_max,0.0
1,2001_min,-7.0
1,2001_max,-2.0
1,2001_min,-8.0
1,2001_max,0.0
1,2001_min,-2.0
1,2001_max,2.0
1,2001_min,-3.0
1,2001_max,4.0
1,2001_min,-1.0
1,2001_max,3.0
1,2001_min,-4.0
1,2001_max,2.0
1,2001_min,-3.0
1,2001_max,1.0
1,2001_min,0.0
1,2001_max,5.0
1,2001_min,1.0
1,2001_max,3.0
1,2001_min,2.0
1,2001_max,5.0
1,2001_min,1.0
1,2001_max,6.0
1,2001_min,2.0
1,2001_max,6.0
1,2001_min,-1.0
1,2001_max,4.0
1,2001_min,-1.0
1,2001_max,6.0
1,2001_min,4.0
1,2001_max,9.0
1,2001_min,0.0
1,2001_max,8.0
2,2001_min,-2.0
2,2001_max,5.0
2,2001_min,-6.0
2,2001_max,5.0
2,2001_min,-6.0
2,2001_max,3.0
2,2001_min,-6.0
2,2001_max,5.0
2,2001_min,-2.0
2,2001_max,7.0
2,2001_min,-1.0
2,2001_max,7.0
2,2001_min,4.0
2,2001_max,8.0
2,2001_min,3.0
2,2001_max,9.0
2,2001_min,4.0
2,2001_max,9.0
2,2001_min,3.0
2,2001_max,11.0
2,2001_min,2.0
2,2001_max,10.0
2,2001_min,-1.0
2,2001_max,10.0
2,2001_min,0.0
2,2001_max,13.0
2,2001_min,0.0
2,2001_max,13.0
2,2001_min,-2.0
2,2001_max,7.0
2,2001_min,-1.0
2,2001_max,7.0
2,2001_min,-3.0
2,2001_max,9.0
2,2001_min,1.0
2,2001_max,14.0
2,2001_min,0.0
2,2001_max,12.0
2,2001_min,0.0
2,2001_max,14.0
2,2001_min,-2.0
2,2001_max,11.0
2,2001_min,8.0
2,2001_max,14.0
2,2001_min,0.0
2,2001_max,13.0
2,2001_min,0.0
2,2001_max,10.0
2,2001_min,-3.0
2,2001_max,7.0
2,2001_min,-2.0
2,2001_max,5.0
2,2001_min,-5.0
2,2001_max,6.0
2,2001_min,-2.0
2,2001_max,3.0
3,2001_min,-1.0
3,2001_max,7.0
3,2001_min,-1.0
3,2001_max,8.0
3,2001_min,0.0
3,2001_max,3.0
3,2001_min,2.0
3,2001_max,11.0
3,2001_min,6.0
3,2001_max,17.0
3,2001_min,5.0
3,2001_max,11.0
3,2001_min,5.0
3,2001_max,10.0
3,2001_min,6.0
3,2001_max,7.0
3,2001_min,4.0
3,2001_max,7.0
3,2001_min,5.0
3,2001_max,10.0
3,2001_min,6.0
3,2001_max,16.0
3,2001_min,7.0
3,2001_max,11.0
3,2001_min,6.0
3,2001_max,16.0
3,2001_min,5.0
3,2001_max,20.0
3,2001_min,1.0
3,2001_max,17.0
3,2001_min,6.0
3,2001_max,15.0
3,2001_min,7.0
3,2001_max,11.0
3,2001_min,5.0
3,2001_max,17.0
3,2001_min,9.0
3,2001_max,18.0
3,2001_min,6.0
3,2001_max,18.0
3,2001_min,6.0
3,2001_max,14.0
3,2001_min,10.0
3,2001_max,21.0
3,2001_min,7.0
3,2001_max,21.0
3,2001_min,6.0
3,2001_max,20.0
3,2001_min,7.0
3,2001_max,19.0
3,2001_min,6.0
3,2001_max,17.0
3,2001_min,8.0
3,2001_max,21.0
3,2001_min,8.0
3,2001_max,14.0
3,2001_min,7.0
3,2001_max,12.0
3,2001_min,5.0
3,2001_max,11.0
3,2001_min,6.0
3,2001_max,22.0
4,2001_min,3.0
4,2001_max,20.0
4,2001_min,4.0
4,2001_max,22.0
4,2001_min,3.0
4,2001_max,21.0
4,2001_min,8.0
4,2001_max,17.0
4,2001_min,6.0
4,2001_max,17.0
4,2001_min,4.0
4,2001_max,19.0
4,2001_min,6.0
4,2001_max,13.0
4,2001_min,5.0
4,2001_max,18.0
4,2001_min,6.0
4,2001_max,20.0
4,2001_min,2.0
4,2001_max,19.0
4,2001_min,7.0
4,2001_max,16.0
4,2001_min,8.0
4,2001_max,22.0
4,2001_min,5.0
4,2001_max,18.0
4,2001_min,2.0
4,2001_max,13.0
4,2001_min,0.0
4,2001_max,15.0
4,2001_min,7.0
4,2001_max,14.0
4,2001_min,4.0
4,2001_max,19.0
4,2001_min,1.0
4,2001_max,15.0
4,2001_min,8.0
4,2001_max,16.0
4,2001_min,4.0
4,2001_max,9.0
4,2001_min,3.0
4,2001_max,10.0
4,2001_min,4.0
4,2001_max,19.0
4,2001_min,3.0
4,2001_max,18.0
4,2001_min,2.0
4,2001_max,22.0
4,2001_min,7.0
4,2001_max,14.0
4,2001_min,9.0
4,2001_max,24.0
4,2001_min,6.0
4,2001_max,20.0
4,2001_min,5.0
4,2001_max,24.0
4,2001_min,8.0
4,2001_max,21.0
4,2001_min,6.0
4,2001_max,21.0
5,2001_min,10.0
5,2001_max,27.0
5,2001_min,9.0
5,2001_max,28.0
5,2001_min,11.0
5,2001_max,20.0
5,2001_min,10.0
5,2001_max,22.0
5,2001_min,11.0
5,2001_max,22.0
5,2001_min,11.0
5,2001_max,23.0
5,2001_min,12.0
5,2001_max,26.0
5,2001_min,11.0
5,2001_max,29.0
5,2001_min,12.0
5,2001_max,25.0
5,2001_min,11.0
5,2001_max,27.0
5,2001_min,10.0
5,2001_max,29.0
5,2001_min,9.0
5,2001_max,29.0
5,2001_min,8.0
5,2001_max,25.0
5,2001_min,15.0
5,2001_max,24.0
5,2001_min,13.0
5,2001_max,19.0
5,2001_min,13.0
5,2001_max,24.0
5,2001_min,15.0
5,2001_max,24.0
5,2001_min,15.0
5,2001_max,25.0
5,2001_min,8.0
5,2001_max,28.0
5,2001_min,7.0
5,2001_max,26.0
5,2001_min,12.0
5,2001_max,17.0
5,2001_min,12.0
5,2001_max,26.0
5,2001_min,16.0
5,2001_max,26.0
5,2001_min,15.0
5,2001_max,28.0
5,2001_min,14.0
5,2001_max,30.0
5,2001_min,13.0
5,2001_max,31.0
5,2001_min,14.0
5,2001_max,30.0
5,2001_min,17.0
5,2001_max,33.0
5,2001_min,18.0
5,2001_max,34.0
5,2001_min,17.0
5,2001_max,34.0
5,2001_min,16.0
5,2001_max,29.0
6,2001_min,14.0
6,2001_max,27.0
6,2001_min,11.0
6,2001_max,21.0
6,2001_min,9.0
6,2001_max,17.0
6,2001_min,6.0
6,2001_max,26.0
6,2001_min,9.0
6,2001_max,25.0
6,2001_min,12.0
6,2001_max,20.0
6,2001_min,9.0
6,2001_max,27.0
6,2001_min,15.0
6,2001_max,27.0
6,2001_min,16.0
6,2001_max,23.0
6,2001_min,14.0
6,2001_max,21.0
6,2001_min,10.0
6,2001_max,24.0
6,2001_min,8.0
6,2001_max,25.0
6,2001_min,9.0
6,2001_max,27.0
6,2001_min,12.0
6,2001_max,31.0
6,2001_min,12.0
6,2001_max,29.0
6,2001_min,14.0
6,2001_max,27.0
6,2001_min,13.0
6,2001_max,25.0
6,2001_min,10.0
6,2001_max,28.0
6,2001_min,13.0
6,2001_max,28.0
6,2001_min,12.0
6,2001_max,32.0
6,2001_min,9.0
6,2001_max,30.0
6,2001_min,12.0
6,2001_max,29.0
6,2001_min,13.0
6,2001_max,32.0
6,2001_min,16.0
6,2001_max,34.0
6,2001_min,15.0
6,2001_max,34.0
6,2001_min,20.0
6,2001_max,32.0
6,2001_min,16.0
6,2001_max,32.0
6,2001_min,17.0
6,2001_max,24.0
6,2001_min,17.0
6,2001_max,32.0
6,2001_min,18.0
6,2001_max,32.0
7,2001_min,17.0
7,2001_max,32.0
7,2001_min,15.0
7,2001_max,33.0
7,2001_min,15.0
7,2001_max,30.0
7,2001_min,19.0
7,2001_max,28.0
7,2001_min,19.0
7,2001_max,30.0
7,2001_min,20.0
7,2001_max,31.0
7,2001_min,17.0
7,2001_max,31.0
7,2001_min,15.0
7,2001_max,31.0
7,2001_min,18.0
7,2001_max,30.0
7,2001_min,17.0
7,2001_max,29.0
7,2001_min,15.0
7,2001_max,30.0
7,2001_min,20.0
7,2001_max,31.0
7,2001_min,19.0
7,2001_max,29.0
7,2001_min,17.0
7,2001_max,31.0
7,2001_min,18.0
7,2001_max,31.0
7,2001_min,16.0
7,2001_max,28.0
7,2001_min,17.0
7,2001_max,29.0
7,2001_min,13.0
7,2001_max,25.0
7,2001_min,16.0
7,2001_max,28.0
7,2001_min,14.0
7,2001_max,23.0
7,2001_min,13.0
7,2001_max,32.0
7,2001_min,12.0
7,2001_max,31.0
7,2001_min,13.0
7,2001_max,32.0
7,2001_min,17.0
7,2001_max,31.0
7,2001_min,16.0
7,2001_max,32.0
7,2001_min,17.0
7,2001_max,32.0
7,2001_min,17.0
7,2001_max,31.0
7,2001_min,17.0
7,2001_max,31.0
7,2001_min,20.0
7,2001_max,33.0
7,2001_min,19.0
7,2001_max,36.0
7,2001_min,18.0
7,2001_max,34.0
8,2001_min,19.0
8,2001_max,34.0
8,2001_min,17.0
8,2001_max,34.0
8,2001_min,19.0
8,2001_max,34.0
8,2001_min,18.0
8,2001_max,31.0
8,2001_min,19.0
8,2001_max,31.0
8,2001_min,18.0
8,2001_max,28.0
8,2001_min,15.0
8,2001_max,31.0
8,2001_min,17.0
8,2001_max,28.0
8,2001_min,18.0
8,2001_max,28.0
8,2001_min,18.0
8,2001_max,23.0
8,2001_min,14.0
8,2001_max,28.0
8,2001_min,10.0
8,2001_max,28.0
8,2001_min,13.0
8,2001_max,30.0
8,2001_min,14.0
8,2001_max,32.0
8,2001_min,14.0
8,2001_max,33.0
8,2001_min,16.0
8,2001_max,33.0
8,2001_min,17.0
8,2001_max,34.0
8,2001_min,17.0
8,2001_max,23.0
8,2001_min,16.0
8,2001_max,31.0
8,2001_min,16.0
8,2001_max,24.0
8,2001_min,16.0
8,2001_max,32.0
8,2001_min,14.0
8,2001_max,32.0
8,2001_min,15.0
8,2001_max,32.0
8,2001_min,17.0
8,2001_max,32.0
8,2001_min,18.0
8,2001_max,33.0
8,2001_min,18.0
8,2001_max,34.0
8,2001_min,19.0
8,2001_max,34.0
8,2001_min,18.0
8,2001_max,34.0
8,2001_min,16.0
8,2001_max,34.0
8,2001_min,18.0
8,2001_max,27.0
8,2001_min,13.0
8,2001_max,25.0
9,2001_min,12.0
9,2001_max,20.0
9,2001_min,11.0
9,2001_max,25.0
9,2001_min,10.0
9,2001_max,26.0
9,2001_min,13.0
9,2001_max,17.0
9,2001_min,13.0
9,2001_max,26.0
9,2001_min,12.0
9,2001_max,28.0
9,2001_min,9.0
9,2001_max,25.0
9,2001_min,11.0
9,2001_max,23.0
9,2001_min,12.0
9,2001_max,25.0
9,2001_min,8.0
9,2001_max,23.0
9,2001_min,7.0
9,2001_max,24.0
9,2001_min,7.0
9,2001_max,24.0
9,2001_min,5.0
9,2001_max,23.0
9,2001_min,9.0
9,2001_max,19.0
9,2001_min,7.0
9,2001_max,25.0
9,2001_min,6.0
9,2001_max,18.0
9,2001_min,4.0
9,2001_max,21.0
9,2001_min,3.0
9,2001_max,20.0
9,2001_min,7.0
9,2001_max,16.0
9,2001_min,8.0
9,2001_max,21.0
9,2001_min,9.0
9,2001_max,23.0
9,2001_min,10.0
9,2001_max,19.0
9,2001_min,13.0
9,2001_max,15.0
9,2001_min,13.0
9,2001_max,19.0
9,2001_min,12.0
9,2001_max,18.0
9,2001_min,8.0
9,2001_max,22.0
9,2001_min,7.0
9,2001_max,22.0
9,2001_min,8.0
9,2001_max,22.0
9,2001_min,8.0
9,2001_max,20.0
9,2001_min,12.0
9,2001_max,16.0
10,2001_min,13.0
10,2001_max,22.0
10,2001_min,14.0
10,2001_max,20.0
10,2001_min,12.0
10,2001_max,22.0
10,2001_min,11.0
10,2001_max,16.0
10,2001_min,10.0
10,2001_max,20.0
10,2001_min,12.0
10,2001_max,21.0
10,2001_min,15.0
10,2001_max,18.0
10,2001_min,13.0
10,2001_max,22.0
10,2001_min,9.0
10,2001_max,22.0
10,2001_min,10.0
10,2001_max,19.0
10,2001_min,10.0
10,2001_max,17.0
10,2001_min,10.0
10,2001_max,16.0
10,2001_min,10.0
10,2001_max,15.0
10,2001_min,9.0
10,2001_max,14.0
10,2001_min,9.0
10,2001_max,16.0
10,2001_min,9.0
10,2001_max,18.0
10,2001_min,8.0
10,2001_max,19.0
10,2001_min,9.0
10,2001_max,19.0
10,2001_min,9.0
10,2001_max,19.0
10,2001_min,14.0
10,2001_max,18.0
10,2001_min,11.0
10,2001_max,18.0
10,2001_min,7.0
10,2001_max,14.0
10,2001_min,7.0
10,2001_max,15.0
10,2001_min,10.0
10,2001_max,16.0
10,2001_min,7.0
10,2001_max,15.0
10,2001_min,7.0
10,2001_max,14.0
10,2001_min,9.0
10,2001_max,16.0
10,2001_min,8.0
10,2001_max,13.0
10,2001_min,6.0
10,2001_max,13.0
10,2001_min,5.0
10,2001_max,15.0
10,2001_min,5.0
10,2001_max,14.0
11,2001_min,7.0
11,2001_max,17.0
11,2001_min,1.0
11,2001_max,11.0
11,2001_min,-1.0
11,2001_max,6.0
11,2001_min,-1.0
11,2001_max,7.0
11,2001_min,3.0
11,2001_max,12.0
11,2001_min,3.0
11,2001_max,10.0
11,2001_min,2.0
11,2001_max,11.0
11,2001_min,7.0
11,2001_max,10.0
11,2001_min,5.0
11,2001_max,9.0
11,2001_min,2.0
11,2001_max,9.0
11,2001_min,5.0
11,2001_max,9.0
11,2001_min,5.0
11,2001_max,11.0
11,2001_min,8.0
11,2001_max,15.0
11,2001_min,3.0
11,2001_max,12.0
11,2001_min,-2.0
11,2001_max,6.0
11,2001_min,-2.0
11,2001_max,7.0
11,2001_min,-5.0
11,2001_max,3.0
11,2001_min,-3.0
11,2001_max,3.0
11,2001_min,-2.0
11,2001_max,8.0
11,2001_min,-5.0
11,2001_max,4.0
11,2001_min,-6.0
11,2001_max,1.0
11,2001_min,-5.0
11,2001_max,3.0
11,2001_min,1.0
11,2001_max,7.0
11,2001_min,-5.0
11,2001_max,5.0
11,2001_min,-6.0
11,2001_max,1.0
11,2001_min,-4.0
11,2001_max,4.0
11,2001_min,-1.0
11,2001_max,3.0
11,2001_min,1.0
11,2001_max,4.0
11,2001_min,0.0
11,2001_max,8.0
11,2001_min,-2.0
11,2001_max,3.0
12,2001_min,0.0
12,2001_max,8.0
12,2001_min,4.0
12,2001_max,8.0
12,2001_min,2.0
12,2001_max,10.0
12,2001_min,2.0
12,2001_max,8.0
12,2001_min,1.0
12,2001_max,8.0
12,2001_min,-1.0
12,2001_max,13.0
12,2001_min,3.0
12,2001_max,11.0
12,2001_min,-4.0
12,2001_max,8.0
12,2001_min,-6.0
12,2001_max,0.0
12,2001_min,-5.0
12,2001_max,0.0
12,2001_min,-5.0
12,2001_max,1.0
12,2001_min,-7.0
12,2001_max,0.0
12,2001_min,-8.0
12,2001_max,6.0
12,2001_min,-6.0
12,2001_max,0.0
12,2001_min,-7.0
12,2001_max,2.0
12,2001_min,-10.0
12,2001_max,-2.0
12,2001_min,-11.0
12,2001_max,-3.0
12,2001_min,-10.0
12,2001_max,-2.0
12,2001_min,-10.0
12,2001_max,-3.0
12,2001_min,-10.0
12,2001_max,1.0
12,2001_min,-6.0
12,2001_max,1.0
12,2001_min,-8.0
12,2001_max,1.0
12,2001_min,-8.0
12,2001_max,5.0
12,2001_min,-7.0
12,2001_max,-1.0
12,2001_min,-9.0
12,2001_max,-2.0
12,2001_min,-5.0
12,2001_max,2.0
12,2001_min,-7.0
12,2001_max,5.0
12,2001_min,-8.0
12,2001_max,2.0
12,2001_min,-10.0
12,2001_max,-1.0
12,2001_min,-2.0
12,2001_max,10.0
12,2001_min,-1.0
12,2001_max,6.0
1,2005_min,-2.0
1,2005_max,2.4
1,2005_min,-1.5
1,2005_max,4.1
1,2005_min,-0.4
1,2005_max,9.2
1,2005_min,-1.4
1,2005_max,7.8
1,2005_min,-2.4
1,2005_max,5.4
1,2005_min,-4.4
1,2005_max,9.3
1,2005_min,-2.0
1,2005_max,7.0
1,2005_min,-3.2
1,2005_max,2.8
1,2005_min,-3.3
1,2005_max,2.4
1,2005_min,-1.8
1,2005_max,3.8
1,2005_min,-4.0
1,2005_max,3.2
1,2005_min,-3.0
1,2005_max,3.3
1,2005_min,-2.3
1,2005_max,5.4
1,2005_min,-5.0
1,2005_max,1.4
1,2005_min,-5.8
1,2005_max,0.4
1,2005_min,-6.0
1,2005_max,0.4
1,2005_min,-5.4
1,2005_max,0.8
1,2005_min,-6.3
1,2005_max,0.4
1,2005_min,-0.4
1,2005_max,10.0
1,2005_min,-3.6
1,2005_max,5.6
1,2005_min,-4.4
1,2005_max,11.0
1,2005_min,1.4
1,2005_max,9.6
1,2005_min,-2.0
1,2005_max,3.8
1,2005_min,-3.1
1,2005_max,4.4
1,2005_min,-3.0
1,2005_max,3.6
1,2005_min,-0.4
1,2005_max,3.2
1,2005_min,-0.8
1,2005_max,4.5
1,2005_min,-4.1
1,2005_max,0.9
1,2005_min,-4.1
1,2005_max,3.7
1,2005_min,-6.0
1,2005_max,5.0
1,2005_min,-6.7
1,2005_max,7.0
2,2005_min,0.4
2,2005_max,9.0
2,2005_min,-2.2
2,2005_max,9.6
2,2005_min,-3.3
2,2005_max,12.2
2,2005_min,-2.4
2,2005_max,6.8
2,2005_min,-2.4
2,2005_max,4.6
2,2005_min,-6.0
2,2005_max,3.2
2,2005_min,-6.8
2,2005_max,4.0
2,2005_min,-4.4
2,2005_max,2.2
2,2005_min,-2.6
2,2005_max,5.2
2,2005_min,-2.4
2,2005_max,5.8
2,2005_min,-2.8
2,2005_max,9.3
2,2005_min,-1.1
2,2005_max,8.0
2,2005_min,2.2
2,2005_max,10.4
2,2005_min,3.3
2,2005_max,7.6
2,2005_min,0.4
2,2005_max,8.4
2,2005_min,2.0
2,2005_max,6.8
2,2005_min,0.4
2,2005_max,8.4
2,2005_min,-2.7
2,2005_max,5.4
2,2005_min,-3.2
2,2005_max,6.8
2,2005_min,-0.8
2,2005_max,6.4
2,2005_min,0.6
2,2005_max,6.4
2,2005_min,-0.2
2,2005_max,5.0
2,2005_min,-1.1
2,2005_max,6.2
2,2005_min,-1.5
2,2005_max,6.4
2,2005_min,-2.3
2,2005_max,7.2
2,2005_min,0.4
2,2005_max,6.2
2,2005_min,-3.4
2,2005_max,6.2
2,2005_min,-4.8
2,2005_max,1.4
3,2005_min,-8.2
3,2005_max,1.4
3,2005_min,-7.4
3,2005_max,4.6
3,2005_min,-5.8
3,2005_max,-0.2
3,2005_min,-4.9
3,2005_max,3.0
3,2005_min,-2.4
3,2005_max,5.2
3,2005_min,-4.6
3,2005_max,7.8
3,2005_min,-1.8
3,2005_max,6.2
3,2005_min,-3.9
3,2005_max,10.8
3,2005_min,1.2
3,2005_max,12.8
3,2005_min,1.4
3,2005_max,13.2
3,2005_min,-3.4
3,2005_max,10.3
3,2005_min,1.6
3,2005_max,14.4
3,2005_min,4.2
3,2005_max,12.4
3,2005_min,1.3
3,2005_max,14.0
3,2005_min,2.8
3,2005_max,16.4
3,2005_min,4.0
3,2005_max,18.0
3,2005_min,4.2
3,2005_max,19.6
3,2005_min,4.5
3,2005_max,24.4
3,2005_min,7.0
3,2005_max,26.2
3,2005_min,5.8
3,2005_max,18.4
3,2005_min,8.8
3,2005_max,17.4
3,2005_min,3.7
3,2005_max,15.6
3,2005_min,6.1
3,2005_max,17.4
3,2005_min,10.0
3,2005_max,18.8
3,2005_min,10.8
3,2005_max,16.6
3,2005_min,11.2
3,2005_max,17.2
3,2005_min,10.4
3,2005_max,19.6
3,2005_min,8.6
3,2005_max,22.8
3,2005_min,9.6
3,2005_max,16.8
3,2005_min,6.9
3,2005_max,18.8
3,2005_min,7.6
3,2005_max,18.6
4,2005_min,8.4
4,2005_max,18.6
4,2005_min,5.8
4,2005_max,19.0
4,2005_min,3.1
4,2005_max,19.6
4,2005_min,3.0
4,2005_max,20.0
4,2005_min,3.2
4,2005_max,19.6
4,2005_min,4.8
4,2005_max,20.4
4,2005_min,7.6
4,2005_max,17.2
4,2005_min,7.8
4,2005_max,13.4
4,2005_min,6.8
4,2005_max,12.5
4,2005_min,9.7
4,2005_max,14.5
4,2005_min,10.2
4,2005_max,15.2
4,2005_min,7.0
4,2005_max,15.0
4,2005_min,7.2
4,2005_max,22.2
4,2005_min,8.1
4,2005_max,22.4
4,2005_min,9.3
4,2005_max,21.2
4,2005_min,6.8
4,2005_max,14.8
4,2005_min,2.9
4,2005_max,16.4
4,2005_min,5.6
4,2005_max,21.2
4,2005_min,9.2
4,2005_max,16.9
4,2005_min,7.6
4,2005_max,17.4
4,2005_min,6.8
4,2005_max,19.6
4,2005_min,3.6
4,2005_max,17.6
4,2005_min,5.6
4,2005_max,16.7
4,2005_min,9.6
4,2005_max,13.6
4,2005_min,8.5
4,2005_max,12.0
4,2005_min,6.3
4,2005_max,24.4
4,2005_min,8.8
4,2005_max,24.4
4,2005_min,11.2
4,2005_max,23.2
4,2005_min,13.2
4,2005_max,26.0
4,2005_min,10.2
4,2005_max,27.3
5,2005_min,13.6
5,2005_max,28.4
5,2005_min,14.2
5,2005_max,28.2
5,2005_min,14.0
5,2005_max,27.6
5,2005_min,12.2
5,2005_max,26.0
5,2005_min,11.6
5,2005_max,24.0
5,2005_min,7.4
5,2005_max,24.1
5,2005_min,10.4
5,2005_max,24.0
5,2005_min,12.8
5,2005_max,22.1
5,2005_min,8.9
5,2005_max,18.4
5,2005_min,11.0
5,2005_max,17.2
5,2005_min,10.1
5,2005_max,23.2
5,2005_min,11.8
5,2005_max,23.8
5,2005_min,10.6
5,2005_max,24.4
5,2005_min,12.0
5,2005_max,18.6
5,2005_min,11.6
5,2005_max,23.8
5,2005_min,12.6
5,2005_max,21.7
5,2005_min,10.3
5,2005_max,22.8
5,2005_min,11.0
5,2005_max,17.0
5,2005_min,12.4
5,2005_max,26.0
5,2005_min,11.4
5,2005_max,25.4
5,2005_min,10.5
5,2005_max,27.2
5,2005_min,16.8
5,2005_max,27.8
5,2005_min,12.8
5,2005_max,21.4
5,2005_min,12.4
5,2005_max,27.3
5,2005_min,12.5
5,2005_max,29.3
5,2005_min,13.4
5,2005_max,29.4
5,2005_min,14.3
5,2005_max,31.4
5,2005_min,15.2
5,2005_max,32.4
5,2005_min,18.2
5,2005_max,32.8
5,2005_min,16.4
5,2005_max,32.4
5,2005_min,17.6
5,2005_max,29.6
6,2005_min,16.1
6,2005_max,26.0
6,2005_min,17.0
6,2005_max,26.8
6,2005_min,13.2
6,2005_max,28.6
6,2005_min,15.9
6,2005_max,27.2
6,2005_min,17.0
6,2005_max,27.8
6,2005_min,15.6
6,2005_max,24.1
6,2005_min,14.2
6,2005_max,26.4
6,2005_min,11.4
6,2005_max,22.2
6,2005_min,12.6
6,2005_max,21.6
6,2005_min,10.0
